id,web_name,team_name,team_short_name,element_type,now_cost,cost_change_event,cost_change_start
69,Scott,Bournemouth,BOU,3,6.0,0,0
566,Silva,Bournemouth,BOU,2,5.0,0,0
64,Smith,Bournemouth,BOU,2,4.5,0,0
66,Soler,Bournemouth,BOU,2,4.0,0,0
68,Tavernier,Bournemouth,BOU,3,6.0,0,0
61,Truffert,Bournemouth,BOU,2,5.5,0,0
76,Tóth.A,Bournemouth,BOU,3,5.0,0,0
87,Ajer,Brentford,BRE,2,4.5,0,0
105,Anthony,Brentford,BRE,3,6.0,0,0
100,Carvalho,Brentford,BRE,3,5.0,0,0
84,Collins,Brentford,BRE,2,5.5,0,0
96,Damsgaard,Brentford,BRE,3,5.5,0,0
103,Dasilva,Brentford,BRE,3,5.0,0,0
620,Diouf,Brentford,BRE,2,4.5,0,0
107,Furo,Brentford,BRE,4,4.5,0,0
89,Henry,Brentford,BRE,2,4.5,0,0
90,Hickey,Brentford,BRE,2,4.5,0,0
98,Janelt,Brentford,BRE,3,5.0,0,0
97,Jensen,Brentford,BRE,3,5.5,0,0
92,Ji-soo,Brentford,BRE,2,4.5,0,0
88,Kayode,Brentford,BRE,2,4.6,0,1
82,Kelleher,Brentford,BRE,1,5.0,0,0
86,Lewis-Potter,Brentford,BRE,3,5.5,0,0
565,M.Sangaré,Brentford,BRE,3,5.7,1,2
99,Milambo,Brentford,BRE,3,5.0,0,0
95,O.Dango,Brentford,BRE,3,6.5,0,0
94,Schade,Brentford,BRE,3,6.0,0,0
93,Schuster,Brentford,BRE,2,4.5,0,0
106,Thiago,Brentford,BRE,4,8.0,0,0
83,Valdimarsson,Brentford,BRE,1,4.5,0,0
85,Van den Berg,Brentford,BRE,2,4.9,-1,-1
108,Wilson,Brentford,BRE,4,5.5,0,0
102,Yarmoliuk,Brentford,BRE,3,5.0,0,0
639,Andrés,Brighton,BHA,3,5.5,0,0
129,Ayari,Brighton,BHA,3,5.5,0,0
652,Azeez,Brighton,BHA,3,5.5,0,0
114,Boscagli,Brighton,BHA,2,4.5,0,0
128,Buonanotte,Brighton,BHA,3,5.0,0,0
117,Coppola,Brighton,BHA,2,4.5,0,0
119,Costinha,Brighton,BHA,2,4.5,0,0
624,Cozier-Duberry,Brighton,BHA,3,5.0,0,0
594,David,Brighton,BHA,4,6.0,0,0
115,De Cuyper,Brighton,BHA,2,4.7,1,2
116,Dunk,Brighton,BHA,2,4.5,0,0
113,F.Kadıoğlu,Brighton,BHA,2,4.4,-1,-1
139,Ferguson,Brighton,BHA,4,5.0,0,0
125,Georginio,Brighton,BHA,4,5.5,0,0
127,Gomez,Brighton,BHA,3,5.0,0,0
124,Groß,Brighton,BHA,3,5.5,0,0
614,Hadjam,Brighton,BHA,2,4.5,0,0
123,Hinshelwood,Brighton,BHA,3,6.0,0,0
132,Howell,Brighton,BHA,3,4.5,0,0
118,Igor,Brighton,BHA,2,4.5,0,0
138,Kostoulas,Brighton,BHA,4,5.5,0,0
122,Minteh,Brighton,BHA,3,5.9,-1,-1
121,Mitoma,Brighton,BHA,3,6.0,0,0
126,O'Riley,Brighton,BHA,3,5.5,0,0
134,Oriola,Brighton,BHA,3,4.5,0,0
600,Osman,Brighton,BHA,3,5.0,0,0
111,Steele,Brighton,BHA,1,4.0,0,0
328,Struijk,Brighton,BHA,2,5.0,0,0
120,Svoboda,Brighton,BHA,2,5.0,0,0
137,Tzimas,Brighton,BHA,4,5.5,0,0
109,Verbruggen,Brighton,BHA,1,4.5,0,0
504,Vuskovic,Brighton,BHA,2,5.0,0,0
133,Watson,Brighton,BHA,3,5.0,0,0
130,Wieffer,Brighton,BHA,2,5.0,0,0
605,Yalcouyé,Brighton,BHA,3,4.5,0,0
135,Yohanna,Brighton,BHA,3,5.0,0,0
151,Acheampong,Chelsea,CHE,2,4.5,0,0
561,Anselmino,Chelsea,CHE,2,4.5,0,0
146,B.Badiashile,Chelsea,CHE,2,4.5,0,0
568,Barco,Chelsea,CHE,3,5.5,0,0
159,Caicedo,Chelsea,CHE,3,5.4,-1,-1
143,Chalobah,Chelsea,CHE,2,5.5,0,0
583,Chavarria,Chelsea,CHE,2,5.0,0,0
149,Colwill,Chelsea,CHE,2,5.0,0,0
163,D.Essugo,Chelsea,CHE,3,4.5,0,0
170,Emegha,Chelsea,CHE,4,5.0,0,0
157,Estêvão,Chelsea,CHE,3,6.4,-1,-1
145,Fofana,Chelsea,CHE,2,5.0,0,0
158,Gittens,Chelsea,CHE,3,5.9,-1,-1
144,Gusto,Chelsea,CHE,2,5.0,0,0
148,Hato,Chelsea,CHE,2,4.5,0,0
101,Henderson,Chelsea,CHE,3,5.0,0,0
142,James,Chelsea,CHE,2,5.5,0,0
165,João Pedro,Chelsea,CHE,4,7.7,1,2
141,Jörgensen,Chelsea,CHE,1,5.0,0,0
200,Lacroix,Chelsea,CHE,2,6.0,0,0
161,Lavia,Chelsea,CHE,3,5.0,0,0
150,M.Sarr,Chelsea,CHE,2,4.5,0,0
168,Marc Guiu,Chelsea,CHE,4,5.0,0,0
28,Martinez,Chelsea,CHE,1,5.0,0,0
169,Mheuka,Chelsea,CHE,4,4.5,0,0
156,Neto,Chelsea,CHE,3,6.5,0,0
152,Palestra,Chelsea,CHE,2,5.4,-1,-1
154,Palmer,Chelsea,CHE,3,9.6,1,1
560,Penders,Chelsea,CHE,1,4.5,0,0
164,Quenda,Chelsea,CHE,3,5.4,-1,-1
40,Rogers,Chelsea,CHE,3,7.5,0,0
140,Sánchez,Chelsea,CHE,1,4.9,-1,-1
136,Welbeck,Chelsea,CHE,4,5.9,-1,-1
182,Amenda,Coventry City,COV,2,4.0,0,0
192,Andrews,Coventry City,COV,3,4.5,0,0
492,Awoniyi,Coventry City,COV,4,5.5,0,0
197,Bassette,Coventry City,COV,4,4.5,0,0
623,Bentley,Coventry City,COV,1,4.0,0,0
178,Bidwell,Coventry City,COV,2,4.0,0,0
191,Borges Rodrigues,Coventry City,COV,3,4.5,0,0
181,Brau,Coventry City,COV,2,4.0,0,0
599,Cherif,Coventry City,COV,4,5.0,0,0
176,Dasilva,Coventry City,COV,2,4.0,0,0
171,Dovin,Coventry City,COV,1,4.0,0,0
187,Eccles,Coventry City,COV,3,4.9,-1,-1
184,Grimes,Coventry City,COV,3,5.0,0,0
584,Hamer,Coventry City,COV,3,5.5,0,0
177,Kesler-Hayden,Coventry City,COV,2,4.0,0,0
174,Kitching,Coventry City,COV,2,4.0,0,0
179,Latibeaudiere,Coventry City,COV,2,4.0,0,0
196,Markelo,Coventry City,COV,4,5.0,0,0
186,Mason-Clark,Coventry City,COV,3,5.5,0,0
104,Onyeka,Coventry City,COV,3,5.0,0,0
91,Pinnock,Coventry City,COV,2,4.5,0,0
183,Rudoni,Coventry City,COV,3,5.0,0,0
110,Rushworth,Coventry City,COV,1,4.5,0,0
185,Sakamoto,Coventry City,COV,3,4.9,-1,-1
189,Shepherd,Coventry City,COV,3,4.5,0,0
195,Simms,Coventry City,COV,4,5.0,0,0
190,Tchaouna,Coventry City,COV,3,5.5,0,0
173,Thomas,Coventry City,COV,2,4.0,0,0
194,Thomas-Asante,Coventry City,COV,4,5.0,0,0
188,Torp,Coventry City,COV,3,5.5,0,0
172,Wilson,Coventry City,COV,1,4.5,0,0
180,Woolfenden,Coventry City,COV,2,4.0,0,0
193,Wright,Coventry City,COV,4,5.4,-1,-1
575,Yirenkyi,Coventry City,COV,3,5.0,0,0
175,van Ewijk,Coventry City,COV,2,4.0,0,0
633,Ahanor,Crystal Palace,CRY,2,4.5,0,0
199,Benitez,Crystal Palace,CRY,1,4.5,0,0
203,Canvot,Crystal Palace,CRY,2,4.9,-1,-1
220,Cardines,Crystal Palace,CRY,2,4.5,0,0
206,Chadi Riad,Crystal Palace,CRY,2,4.4,-1,-1
643,Chilwell,Crystal Palace,CRY,2,4.5,0,0
215,Devenny,Crystal Palace,CRY,3,5.0,0,0
153,Disasi,Crystal Palace,CRY,2,4.5,0,0
218,Doucouré,Crystal Palace,CRY,3,4.9,-1,-1
221,Drakes-Thomas,Crystal Palace,CRY,3,4.5,0,0
216,Esse,Crystal Palace,CRY,3,5.0,0,0
595,Gozo,Crystal Palace,CRY,3,5.0,0,0
42,Guessand,Crystal Palace,CRY,3,5.5,0,0
198,Henderson,Crystal Palace,CRY,1,5.0,0,0
212,Hughes,Crystal Palace,CRY,3,4.5,0,0
219,J.Rak-Sakyi,Crystal Palace,CRY,3,5.0,0,0
214,Kamada,Crystal Palace,CRY,3,5.0,0,0
588,Khalaili,Crystal Palace,CRY,2,5.0,0,0
213,Lerma,Crystal Palace,CRY,3,4.9,-1,-1
217,M.França,Crystal Palace,CRY,3,4.9,-1,-1
223,Mateta,Crystal Palace,CRY,4,6.4,-1,-1
555,Matthews,Crystal Palace,CRY,1,4.0,0,0
241,McNeil,Crystal Palace,CRY,3,5.5,0,0
207,Mingueza,Crystal Palace,CRY,2,4.4,-1,-1
204,Mitchell,Crystal Palace,CRY,2,4.5,0,0
224,Nketiah,Crystal Palace,CRY,4,5.5,0,0
647,Osorio,Crystal Palace,CRY,3,5.5,0,0
202,Richards,Crystal Palace,CRY,2,5.0,0,0
208,Sarr,Crystal Palace,CRY,3,6.3,-1,-2
205,Sosa,Crystal Palace,CRY,2,4.5,0,0
222,Strand Larsen,Crystal Palace,CRY,4,6.0,0,0
644,Timber,Crystal Palace,CRY,3,5.0,0,0
577,Tomiyasu,Crystal Palace,CRY,2,4.5,0,0
225,Uche,Crystal Palace,CRY,4,5.0,0,0
210,Wharton,Crystal Palace,CRY,3,5.5,0,0
211,Yeremy,Crystal Palace,CRY,3,5.5,0,0
243,Alcaraz,Everton,EVE,3,5.0,0,0
244,Armstrong,Everton,EVE,3,5.0,0,0
235,Aznou,Everton,EVE,2,4.0,0,0
249,Barry,Everton,EVE,4,5.5,0,0
248,Beto,Everton,EVE,4,5.4,-1,-1
230,Branthwaite,Everton,EVE,2,5.5,0,0
236,Dewsbury-Hall,Everton,EVE,3,6.5,0,0
245,Dibling,Everton,EVE,3,5.4,-1,-1
239,Garner,Everton,EVE,3,6.0,0,0
242,George,Everton,EVE,3,5.5,0,0
238,Grealish,Everton,EVE,3,6.5,0,0
247,Hackney,Everton,EVE,3,5.5,0,0
209,Johnson,Everton,EVE,3,5.9,-1,-1
231,Keane,Everton,EVE,2,4.9,-1,-1
228,King,Everton,EVE,1,4.5,0,0
649,Maitland-Niles,Everton,EVE,2,4.5,0,0
233,Mykolenko,Everton,EVE,2,4.5,0,0
21,Nørgaard,Everton,EVE,3,4.9,-1,-1
232,O'Brien,Everton,EVE,2,4.9,-1,-1
234,Patterson,Everton,EVE,2,4.5,0,0
226,Pickford,Everton,EVE,1,5.5,0,0
246,Röhl,Everton,EVE,3,5.0,0,0
229,Tarkowski,Everton,EVE,2,6.0,0,0
227,Travers,Everton,EVE,1,5.0,0,0
650,Affengruber,Fulham,FUL,2,4.5,0,0
253,Andersen,Fulham,FUL,2,5.0,0,0
257,Bassey,Fulham,FUL,2,4.5,0,0
265,Berge,Fulham,FUL,3,5.0,0,0
264,Bobb,Fulham,FUL,3,5.5,0,0
266,Cairney,Fulham,FUL,3,5.0,0,0
258,Castagne,Fulham,FUL,2,4.5,0,0
580,Charles,Fulham,FUL,3,5.0,0,0
610,De Fougerolles,Fulham,FUL,2,4.0,0,0
569,Gonzalo,Fulham,FUL,4,6.0,0,0
261,Iwobi,Fulham,FUL,3,5.5,0,0
255,J.Cuenca,Fulham,FUL,2,4.5,0,0
263,Kevin,Fulham,FUL,3,5.4,-1,-1
268,King,Fulham,FUL,3,5.5,0,0
272,Kusi-Asare,Fulham,FUL,4,4.5,0,0
635,Larsson,Fulham,FUL,3,5.0,0,0
251,Lecomte,Fulham,FUL,1,4.0,0,0
250,Leno,Fulham,FUL,1,4.5,0,0
252,McNally,Fulham,FUL,1,4.0,0,0
271,Muniz,Fulham,FUL,4,5.5,0,0
570,Palacios,Fulham,FUL,3,5.5,0,0
270,Reed,Fulham,FUL,3,4.5,0,0
254,Robinson,Fulham,FUL,2,4.5,0,0
269,Sessegnon,Fulham,FUL,2,4.5,0,0
262,Smith Rowe,Fulham,FUL,3,5.5,0,0
256,Tete,Fulham,FUL,2,4.5,0,0
626,Zepa,Fulham,FUL,3,4.5,0,0
636,Ángel,Fulham,FUL,3,5.0,0,0
279,Ajayi,Hull City,HUL,2,4.1,1,1
296,Akintola,Hull City,HUL,3,5.0,0,0
632,Ansah,Hull City,HUL,4,5.0,0,0
286,Belloumi,Hull City,HUL,3,5.0,0,0
299,Burstow,Hull City,HUL,4,4.5,0,0
274,Butland,Hull City,HUL,1,4.5,0,0
275,Cartwright,Hull City,HUL,1,4.0,0,0
617,Cho,Hull City,HUL,3,5.0,0,0
280,Coyle,Hull City,HUL,2,4.0,0,0
289,Crooks,Hull City,HUL,3,4.5,0,0
298,Destan,Hull City,HUL,4,4.5,0,0
288,Dowell,Hull City,HUL,3,4.5,0,0
281,Drameh,Hull City,HUL,2,4.0,0,0
277,Egan,Hull City,HUL,2,4.0,0,0
340,Gelhardt,Hull City,HUL,3,5.0,0,0
282,Giles,Hull City,HUL,2,4.0,0,0
589,Gourna-Douath,Hull City,HUL,3,5.0,0,0
297,Gyabi,Hull City,HUL,3,4.5,0,0
585,Herrington,Hull City,HUL,2,4.0,0,0
574,Hjertø-Dahl,Hull City,HUL,3,5.0,0,0
278,Hughes,Hull City,HUL,2,4.0,0,0
240,Iroegbunam,Hull City,HUL,3,5.0,0,0
283,Jacob,Hull City,HUL,2,4.0,0,0
293,Kamara,Hull City,HUL,3,5.0,0,0
276,Lo-Tutala,Hull City,HUL,1,4.0,0,0
291,Matazo,Hull City,HUL,3,4.5,0,0
295,McBurnie,Hull City,HUL,4,5.5,0,0
284,McCarthy,Hull City,HUL,2,4.0,0,0
285,McNair,Hull City,HUL,2,4.0,0,0
586,Mendy,Hull City,HUL,2,4.0,0,0
287,Millar,Hull City,HUL,3,5.0,0,0
563,Morita,Hull City,HUL,3,5.0,0,0
645,Mouzakitis,Hull City,HUL,3,5.0,0,0
638,Norton-Cuffy,Hull City,HUL,2,4.0,0,0
273,Phillips,Hull City,HUL,1,4.0,0,0
290,Slater,Hull City,HUL,3,4.5,0,0
576,Stroud,Hull City,HUL,3,5.0,0,0
556,Targett,Hull City,HUL,2,4.0,0,0
642,Thomas,Hull City,HUL,3,5.5,0,0
572,Tzolakis,Hull City,HUL,1,4.6,1,1
637,Vaz,Hull City,HUL,4,5.0,0,0
294,Zambrano,Hull City,HUL,3,4.5,0,0
292,Ömür,Hull City,HUL,3,5.0,0,0
320,Akpom,Ipswich Town,IPS,4,5.0,0,0
322,Al-Hamadi,Ipswich Town,IPS,4,5.0,0,0
311,Burns,Ipswich Town,IPS,3,5.0,0,0
302,Button,Ipswich Town,IPS,1,4.0,0,0
313,Clarke,Ipswich Town,IPS,3,5.5,0,0
305,Davis,Ipswich Town,IPS,2,4.0,0,0
259,Diop,Ipswich Town,IPS,2,4.0,0,0
316,Emersonn,Ipswich Town,IPS,4,5.5,0,0
591,Enciso,Ipswich Town,IPS,3,5.5,0,0
315,Fatawu,Ipswich Town,IPS,3,5.5,0,0
640,Flemming,Ipswich Town,IPS,4,5.5,0,0
571,Florentino,Ipswich Town,IPS,3,5.0,0,0
308,Furlong,Ipswich Town,IPS,2,4.0,0,0
306,Greaves,Ipswich Town,IPS,2,4.0,0,0
317,Hirst,Ipswich Town,IPS,4,5.0,0,0
602,Humphreys,Ipswich Town,IPS,3,4.5,0,0
307,Johnson,Ipswich Town,IPS,2,4.0,0,0
303,Kipré,Ipswich Town,IPS,2,4.0,0,0
267,Lukić,Ipswich Town,IPS,3,5.0,0,0
562,Maeda,Ipswich Town,IPS,3,5.5,0,0
310,Matusiwa,Ipswich Town,IPS,3,5.0,0,0
323,McAteer,Ipswich Town,IPS,3,4.5,0,0
324,Mehmeti,Ipswich Town,IPS,3,4.9,-1,-1
309,Núñez,Ipswich Town,IPS,3,5.0,0,0
304,O'Shea,Ipswich Town,IPS,2,4.0,0,0
314,Ogbene,Ipswich Town,IPS,3,4.9,-1,-1
592,Ouattara,Ipswich Town,IPS,2,4.0,0,0
619,Palacios,Ipswich Town,IPS,3,5.0,0,0
301,Palmer,Ipswich Town,IPS,1,4.0,0,0
318,Philogene,Ipswich Town,IPS,3,5.4,-1,-1
564,Scherpen,Ipswich Town,IPS,1,4.5,0,0
319,Szmodics,Ipswich Town,IPS,3,5.0,0,0
312,Taylor,Ipswich Town,IPS,3,4.5,0,0
554,Van Oevelen,Ipswich Town,IPS,1,4.5,0,0
321,Walle Egeli,Ipswich Town,IPS,4,4.5,0,0
300,Walton,Ipswich Town,IPS,1,4.5,0,0
337,Aaronson,Leeds,LEE,3,5.5,0,0
338,Ampadu,Leeds,LEE,3,5.5,0,0
648,Bahoya,Leeds,LEE,3,5.0,0,0
641,Bard,Leeds,LEE,2,4.5,0,0
327,Bijol,Leeds,LEE,2,5.0,0,0
330,Bogle,Leeds,LEE,2,4.5,0,0
333,Bornauw,Leeds,LEE,2,4.5,0,0
625,Cairns,Leeds,LEE,1,4.0,0,0
346,Calvert-Lewin,Leeds,LEE,4,6.0,0,0
604,Cresswell,Leeds,LEE,3,4.5,0,0
598,Elvedi,Leeds,LEE,2,4.5,0,0
341,Gnonto,Leeds,LEE,3,5.0,0,0
344,Gruev,Leeds,LEE,3,5.0,0,0
331,Gudmundsson,Leeds,LEE,2,4.5,0,0
342,Harrison,Leeds,LEE,3,5.0,0,0
343,James,Leeds,LEE,3,5.0,0,0
332,Justin,Leeds,LEE,2,4.5,0,0
603,Lienou,Leeds,LEE,2,4.0,0,0
339,Longstaff,Leeds,LEE,3,5.0,0,0
349,Mateo Joseph,Leeds,LEE,4,4.5,0,0
334,Muharemović,Leeds,LEE,2,5.0,0,0
347,Nmecha,Leeds,LEE,4,5.5,0,0
336,Okafor,Leeds,LEE,3,5.9,-1,-1
326,Perri,Leeds,LEE,1,4.5,0,0
348,Piroe,Leeds,LEE,4,5.0,0,0
329,Rodon,Leeds,LEE,2,4.5,0,0
335,Stach,Leeds,LEE,3,6.0,0,0
345,Tanaka,Leeds,LEE,3,4.9,-1,-1
385,Trafford,Leeds,LEE,1,5.0,0,0
260,Wilson,Leeds,LEE,3,6.4,-1,-1
629,Zetterer,Leeds,LEE,1,4.0,0,0
350,A.Becker,Liverpool,LIV,1,5.5,0,0
579,Araujo,Liverpool,LIV,2,5.4,-1,-1
376,Bajcetic,Liverpool,LIV,3,5.0,0,0
627,Barcola,Liverpool,LIV,3,8.0,0,0
360,Bradley,Liverpool,LIV,2,5.0,0,0
373,C.Jones,Liverpool,LIV,3,5.5,0,0
370,Chiesa,Liverpool,LIV,3,5.4,-1,-1
382,Danns,Liverpool,LIV,4,4.5,0,0
355,Davies,Liverpool,LIV,1,4.0,0,0
380,Ekitiké,Liverpool,LIV,4,7.5,0,0
383,Elliott,Liverpool,LIV,3,5.4,-1,-1
374,Endo,Liverpool,LIV,3,5.0,0,0
357,Frimpong,Liverpool,LIV,2,5.5,0,0
367,Gakpo,Liverpool,LIV,3,7.0,0,0
359,Gomez,Liverpool,LIV,2,5.0,0,0
371,Gravenberch,Liverpool,LIV,3,6.0,0,0
379,Isak,Liverpool,LIV,4,9.0,0,0
362,Jacquet,Liverpool,LIV,2,5.0,0,0
354,Jaros,Liverpool,LIV,1,4.0,0,0
358,Kerkez,Liverpool,LIV,2,5.5,0,0
381,Koumas,Liverpool,LIV,3,5.0,0,0
363,Leoni,Liverpool,LIV,2,4.0,0,0
361,Lucky,Liverpool,LIV,2,4.0,0,0
372,Mac Allister,Liverpool,LIV,3,5.5,0,0
351,Mamardashvili,Liverpool,LIV,1,4.9,-1,-1
378,McConnell,Liverpool,LIV,3,4.5,0,0
377,Munoz,Liverpool,LIV,3,6.5,0,0
369,Ngumoha,Liverpool,LIV,3,5.9,-1,-1
375,Nyoni,Liverpool,LIV,3,5.0,0,0
353,Pecsi,Liverpool,LIV,1,4.0,0,0
365,Ramsay,Liverpool,LIV,2,4.0,0,0
368,Szoboszlai,Liverpool,LIV,3,7.0,0,0
364,Tsimikas,Liverpool,LIV,2,5.0,0,0
356,Virgil,Liverpool,LIV,2,6.5,0,0
366,Wirtz,Liverpool,LIV,3,7.5,0,0
352,Woodman,Liverpool,LIV,1,4.0,0,0
628,Allan,Man City,MCI,3,6.0,0,0
394,Alleyne,Man City,MCI,2,5.0,0,0
481,Anderson,Man City,MCI,3,6.4,0,-1
392,Aït-Nouri,Man City,MCI,2,5.4,-1,-1
386,Bettinelli,Man City,MCI,1,4.5,0,0
616,Bouaddi,Man City,MCI,3,5.5,0,0
622,Braithwaite,Man City,MCI,2,4.0,0,0
399,Cherki,Man City,MCI,3,7.7,2,2
400,Doku,Man City,MCI,3,7.4,-1,-1
384,Donnarumma,Man City,MCI,1,5.5,0,0
407,Echeverri,Man City,MCI,3,4.9,-1,-1
155,Enzo,Man City,MCI,3,6.9,-1,-1
398,Foden,Man City,MCI,3,7.0,0,0
388,Guéhi,Man City,MCI,2,6.0,0,0
391,Gvardiol,Man City,MCI,2,5.6,1,1
411,Haaland,Man City,MCI,4,15.5,0,0
393,Khusanov,Man City,MCI,2,5.5,0,0
406,Kovačić,Man City,MCI,3,5.5,0,0
395,Lewis,Man City,MCI,2,4.5,0,0
389,Matheus N.,Man City,MCI,2,6.0,0,0
621,McAidoo,Man City,MCI,3,4.5,0,0
410,Monga,Man City,MCI,3,4.9,-1,-1
409,Mukasa,Man City,MCI,3,4.5,0,0
237,Ndiaye,Man City,MCI,3,6.0,0,0
387,O'Reilly,Man City,MCI,2,6.5,0,0
408,Phillips,Man City,MCI,3,5.0,0,0
404,Reijnders,Man City,MCI,3,6.0,0,0
402,Rodrigo,Man City,MCI,3,6.5,0,0
587,Rulli,Man City,MCI,1,5.0,0,0
390,Rúben,Man City,MCI,2,5.5,0,0
397,Semenyo,Man City,MCI,3,8.5,0,0
396,Vitor Reis,Man City,MCI,2,4.5,0,0
431,Amad,Man Utd,MUN,3,5.8,-1,-2
424,Amass,Man Utd,MUN,2,4.0,0,0
162,Andrey Santos,Man Utd,MUN,3,4.9,-1,-1
426,B.Fernandes,Man Utd,MUN,3,12.0,0,0
131,Baleba,Man Utd,MUN,3,5.0,0,0
413,Bayindir,Man Utd,MUN,1,4.5,0,0
437,Bendito Mantato,Man Utd,MUN,3,4.5,0,0
436,Collyer,Man Utd,MUN,3,5.0,0,0
428,Cunha,Man Utd,MUN,3,8.0,0,0
417,Dalot,Man Utd,MUN,2,5.0,0,0
325,Darlow,Man Utd,MUN,1,4.5,0,0
416,De Ligt,Man Utd,MUN,2,5.0,0,0
415,Dorgu,Man Utd,MUN,3,5.9,-1,-1
