id,web_name,team_name,team_short_name,element_type,now_cost,cost_change_event,cost_change_start
599,Cherif,Coventry City,COV,4,5.0,0,0
176,Dasilva,Coventry City,COV,2,4.0,0,0
171,Dovin,Coventry City,COV,1,4.0,0,0
187,Eccles,Coventry City,COV,3,4.8,-1,-2
655,Gboho,Coventry City,COV,3,5.5,0,0
184,Grimes,Coventry City,COV,3,4.9,0,-1
584,Hamer,Coventry City,COV,3,5.4,0,-1
177,Kesler-Hayden,Coventry City,COV,2,3.9,-1,-1
174,Kitching,Coventry City,COV,2,4.0,0,0
179,Latibeaudiere,Coventry City,COV,2,4.0,0,0
196,Markelo,Coventry City,COV,4,5.0,0,0
186,Mason-Clark,Coventry City,COV,3,5.3,-1,-2
656,Mfuni,Coventry City,COV,2,4.0,0,0
104,Onyeka,Coventry City,COV,3,4.9,0,-1
91,Pinnock,Coventry City,COV,2,4.5,0,0
183,Rudoni,Coventry City,COV,3,4.9,0,-1
110,Rushworth,Coventry City,COV,1,4.5,0,0
185,Sakamoto,Coventry City,COV,3,4.8,0,-2
189,Shepherd,Coventry City,COV,3,4.4,0,-1
195,Simms,Coventry City,COV,4,4.9,-1,-1
190,Tchaouna,Coventry City,COV,3,5.4,0,-1
173,Thomas,Coventry City,COV,2,4.0,0,0
194,Thomas-Asante,Coventry City,COV,4,5.0,0,0
188,Torp,Coventry City,COV,3,5.3,-1,-2
172,Wilson,Coventry City,COV,1,4.4,0,-1
180,Woolfenden,Coventry City,COV,2,4.0,0,0
193,Wright,Coventry City,COV,4,5.4,0,-1
575,Yirenkyi,Coventry City,COV,3,4.8,-1,-2
175,van Ewijk,Coventry City,COV,2,4.0,0,0
633,Ahanor,Crystal Palace,CRY,2,4.5,0,0
199,Benitez,Crystal Palace,CRY,1,4.5,0,0
203,Canvot,Crystal Palace,CRY,2,4.8,-1,-2
220,Cardines,Crystal Palace,CRY,2,4.5,0,0
206,Chadi Riad,Crystal Palace,CRY,2,4.3,-1,-2
643,Chilwell,Crystal Palace,CRY,2,4.5,0,0
215,Devenny,Crystal Palace,CRY,3,5.0,0,0
153,Disasi,Crystal Palace,CRY,2,4.5,0,0
218,Doucouré,Crystal Palace,CRY,3,4.8,-1,-2
221,Drakes-Thomas,Crystal Palace,CRY,3,4.5,0,0
216,Esse,Crystal Palace,CRY,3,5.0,0,0
595,Gozo,Crystal Palace,CRY,3,5.0,0,0
42,Guessand,Crystal Palace,CRY,3,5.4,0,-1
198,Henderson,Crystal Palace,CRY,1,5.0,0,0
212,Hughes,Crystal Palace,CRY,3,4.4,0,-1
219,J.Rak-Sakyi,Crystal Palace,CRY,3,4.9,0,-1
214,Kamada,Crystal Palace,CRY,3,5.0,0,0
588,Khalaili,Crystal Palace,CRY,2,5.0,0,0
213,Lerma,Crystal Palace,CRY,3,4.8,-1,-2
217,M.França,Crystal Palace,CRY,3,4.9,0,-1
223,Mateta,Crystal Palace,CRY,4,6.3,0,-2
555,Matthews,Crystal Palace,CRY,1,4.0,0,0
241,McNeil,Crystal Palace,CRY,3,5.4,0,-1
207,Mingueza,Crystal Palace,CRY,2,4.4,0,-1
204,Mitchell,Crystal Palace,CRY,2,4.5,0,0
224,Nketiah,Crystal Palace,CRY,4,5.5,0,0
647,Osorio,Crystal Palace,CRY,3,5.5,0,0
202,Richards,Crystal Palace,CRY,2,5.0,0,0
208,Sarr,Crystal Palace,CRY,3,6.2,0,-3
205,Sosa,Crystal Palace,CRY,2,4.5,0,0
222,Strand Larsen,Crystal Palace,CRY,4,6.0,0,0
644,Timber,Crystal Palace,CRY,3,5.0,0,0
577,Tomiyasu,Crystal Palace,CRY,2,4.4,0,-1
225,Uche,Crystal Palace,CRY,4,5.0,0,0
210,Wharton,Crystal Palace,CRY,3,5.5,0,0
211,Yeremy,Crystal Palace,CRY,3,5.5,0,0
243,Alcaraz,Everton,EVE,3,4.9,0,-1
244,Armstrong,Everton,EVE,3,5.0,0,0
235,Aznou,Everton,EVE,2,4.0,0,0
249,Barry,Everton,EVE,4,5.6,0,1
248,Beto,Everton,EVE,4,5.4,0,-1
230,Branthwaite,Everton,EVE,2,5.5,0,0
236,Dewsbury-Hall,Everton,EVE,3,6.6,1,1
245,Dibling,Everton,EVE,3,5.4,0,-1
239,Garner,Everton,EVE,3,6.0,0,0
242,George,Everton,EVE,3,5.5,0,0
654,Graham,Everton,EVE,3,4.5,0,0
238,Grealish,Everton,EVE,3,6.5,0,0
247,Hackney,Everton,EVE,3,5.4,-1,-1
209,Johnson,Everton,EVE,3,5.9,0,-1
231,Keane,Everton,EVE,2,4.8,0,-2
228,King,Everton,EVE,1,4.5,0,0
649,Maitland-Niles,Everton,EVE,2,4.5,0,0
233,Mykolenko,Everton,EVE,2,4.6,1,1
21,Nørgaard,Everton,EVE,3,4.9,0,-1
232,O'Brien,Everton,EVE,2,4.8,-1,-2
234,Patterson,Everton,EVE,2,4.5,0,0
226,Pickford,Everton,EVE,1,5.5,0,0
246,Röhl,Everton,EVE,3,4.9,0,-1
229,Tarkowski,Everton,EVE,2,6.1,0,1
227,Travers,Everton,EVE,1,5.0,0,0
650,Affengruber,Fulham,FUL,2,4.5,0,0
253,Andersen,Fulham,FUL,2,5.0,0,0
257,Bassey,Fulham,FUL,2,4.5,0,0
265,Berge,Fulham,FUL,3,4.9,0,-1
264,Bobb,Fulham,FUL,3,5.5,0,0
266,Cairney,Fulham,FUL,3,4.9,0,-1
258,Castagne,Fulham,FUL,2,4.5,0,0
580,Charles,Fulham,FUL,3,5.0,0,0
610,De Fougerolles,Fulham,FUL,2,4.0,0,0
569,Gonzalo,Fulham,FUL,4,6.0,0,0
261,Iwobi,Fulham,FUL,3,5.4,0,-1
255,J.Cuenca,Fulham,FUL,2,4.5,0,0
263,Kevin,Fulham,FUL,3,5.3,0,-2
268,King,Fulham,FUL,3,5.5,0,0
272,Kusi-Asare,Fulham,FUL,4,4.5,0,0
635,Larsson,Fulham,FUL,3,5.0,0,0
251,Lecomte,Fulham,FUL,1,4.0,0,0
250,Leno,Fulham,FUL,1,4.5,0,0
252,McNally,Fulham,FUL,1,4.0,0,0
271,Muniz,Fulham,FUL,4,5.4,0,-1
570,Palacios,Fulham,FUL,3,5.4,0,-1
270,Reed,Fulham,FUL,3,4.4,0,-1
254,Robinson,Fulham,FUL,2,4.5,0,0
269,Sessegnon,Fulham,FUL,2,4.3,-1,-2
262,Smith Rowe,Fulham,FUL,3,5.4,0,-1
256,Tete,Fulham,FUL,2,4.4,0,-1
626,Zepa,Fulham,FUL,3,4.5,0,0
636,Ángel,Fulham,FUL,3,5.0,0,0
279,Ajayi,Hull City,HUL,2,4.2,0,2
296,Akintola,Hull City,HUL,3,5.0,0,0
632,Ansah,Hull City,HUL,4,5.0,0,0
286,Belloumi,Hull City,HUL,3,5.1,0,1
299,Burstow,Hull City,HUL,4,4.5,0,0
274,Butland,Hull City,HUL,1,4.5,0,0
275,Cartwright,Hull City,HUL,1,4.0,0,0
617,Cho,Hull City,HUL,3,5.0,0,0
280,Coyle,Hull City,HUL,2,4.0,0,0
289,Crooks,Hull City,HUL,3,4.4,-1,-1
298,Destan,Hull City,HUL,4,4.5,0,0
288,Dowell,Hull City,HUL,3,4.5,0,0
281,Drameh,Hull City,HUL,2,4.0,0,0
277,Egan,Hull City,HUL,2,4.1,0,1
340,Gelhardt,Hull City,HUL,3,5.0,0,0
282,Giles,Hull City,HUL,2,4.0,0,0
589,Gourna-Douath,Hull City,HUL,3,5.0,0,0
297,Gyabi,Hull City,HUL,3,4.5,0,0
585,Herrington,Hull City,HUL,2,4.0,0,0
574,Hjertø-Dahl,Hull City,HUL,3,4.9,0,-1
278,Hughes,Hull City,HUL,2,3.9,0,-1
240,Iroegbunam,Hull City,HUL,3,5.0,0,0
283,Jacob,Hull City,HUL,2,4.0,0,0
293,Kamara,Hull City,HUL,3,5.0,0,0
276,Lo-Tutala,Hull City,HUL,1,4.0,0,0
291,Matazo,Hull City,HUL,3,4.5,0,0
295,McBurnie,Hull City,HUL,4,5.5,0,0
284,McCarthy,Hull City,HUL,2,4.0,0,0
285,McNair,Hull City,HUL,2,4.0,0,0
586,Mendy,Hull City,HUL,2,4.1,0,1
287,Millar,Hull City,HUL,3,5.0,0,0
563,Morita,Hull City,HUL,3,5.0,0,0
645,Mouzakitis,Hull City,HUL,3,5.0,0,0
638,Norton-Cuffy,Hull City,HUL,2,4.0,0,0
273,Phillips,Hull City,HUL,1,4.0,0,0
290,Slater,Hull City,HUL,3,4.5,0,0
576,Stroud,Hull City,HUL,3,5.0,0,0
556,Targett,Hull City,HUL,2,4.0,0,0
642,Thomas,Hull City,HUL,3,5.5,0,0
572,Tzolakis,Hull City,HUL,1,4.6,0,1
637,Vaz,Hull City,HUL,4,5.0,0,0
294,Zambrano,Hull City,HUL,3,4.5,0,0
292,Ömür,Hull City,HUL,3,4.9,0,-1
320,Akpom,Ipswich Town,IPS,4,5.0,0,0
322,Al-Hamadi,Ipswich Town,IPS,4,5.0,0,0
311,Burns,Ipswich Town,IPS,3,5.0,0,0
302,Button,Ipswich Town,IPS,1,4.0,0,0
313,Clarke,Ipswich Town,IPS,3,5.4,0,-1
305,Davis,Ipswich Town,IPS,2,4.0,0,0
259,Diop,Ipswich Town,IPS,2,4.0,0,0
316,Emersonn,Ipswich Town,IPS,4,5.5,0,0
591,Enciso,Ipswich Town,IPS,3,5.5,0,0
315,Fatawu,Ipswich Town,IPS,3,5.4,0,-1
640,Flemming,Ipswich Town,IPS,4,5.5,0,0
571,Florentino,Ipswich Town,IPS,3,4.8,-1,-2
308,Furlong,Ipswich Town,IPS,2,3.9,0,-1
306,Greaves,Ipswich Town,IPS,2,4.0,0,0
317,Hirst,Ipswich Town,IPS,4,5.0,0,0
602,Humphreys,Ipswich Town,IPS,3,4.5,0,0
307,Johnson,Ipswich Town,IPS,2,4.0,0,0
303,Kipré,Ipswich Town,IPS,2,3.9,0,-1
267,Lukić,Ipswich Town,IPS,3,4.9,-1,-1
562,Maeda,Ipswich Town,IPS,3,5.3,-1,-2
310,Matusiwa,Ipswich Town,IPS,3,4.9,0,-1
323,McAteer,Ipswich Town,IPS,3,4.4,-1,-1
324,Mehmeti,Ipswich Town,IPS,3,4.8,-1,-2
309,Núñez,Ipswich Town,IPS,3,4.9,0,-1
304,O'Shea,Ipswich Town,IPS,2,4.0,0,0
314,Ogbene,Ipswich Town,IPS,3,4.9,0,-1
592,Ouattara,Ipswich Town,IPS,2,4.0,0,0
619,Palacios,Ipswich Town,IPS,3,5.0,0,0
301,Palmer,Ipswich Town,IPS,1,4.0,0,0
318,Philogene,Ipswich Town,IPS,3,5.4,0,-1
564,Scherpen,Ipswich Town,IPS,1,4.5,0,0
319,Szmodics,Ipswich Town,IPS,3,5.0,0,0
312,Taylor,Ipswich Town,IPS,3,4.4,-1,-1
554,Van Oevelen,Ipswich Town,IPS,1,4.5,0,0
321,Walle Egeli,Ipswich Town,IPS,4,4.5,0,0
300,Walton,Ipswich Town,IPS,1,4.4,0,-1
337,Aaronson,Leeds,LEE,3,5.3,-1,-2
338,Ampadu,Leeds,LEE,3,5.4,0,-1
648,Bahoya,Leeds,LEE,3,5.0,0,0
641,Bard,Leeds,LEE,2,4.5,0,0
327,Bijol,Leeds,LEE,2,5.0,0,0
330,Bogle,Leeds,LEE,2,4.6,0,1
333,Bornauw,Leeds,LEE,2,4.5,0,0
625,Cairns,Leeds,LEE,1,4.0,0,0
346,Calvert-Lewin,Leeds,LEE,4,6.0,0,0
604,Cresswell,Leeds,LEE,3,4.5,0,0
598,Elvedi,Leeds,LEE,2,4.5,0,0
341,Gnonto,Leeds,LEE,3,5.0,0,0
344,Gruev,Leeds,LEE,3,5.0,0,0
331,Gudmundsson,Leeds,LEE,2,4.5,0,0
342,Harrison,Leeds,LEE,3,5.0,0,0
343,James,Leeds,LEE,3,4.9,0,-1
332,Justin,Leeds,LEE,2,4.5,0,0
603,Lienou,Leeds,LEE,2,4.0,0,0
339,Longstaff,Leeds,LEE,3,4.9,0,-1
349,Mateo Joseph,Leeds,LEE,4,4.5,0,0
334,Muharemović,Leeds,LEE,2,5.0,0,0
347,Nmecha,Leeds,LEE,4,5.4,0,-1
336,Okafor,Leeds,LEE,3,5.8,0,-2
326,Perri,Leeds,LEE,1,4.5,0,0
348,Piroe,Leeds,LEE,4,5.0,0,0
329,Rodon,Leeds,LEE,2,4.3,-1,-2
335,Stach,Leeds,LEE,3,6.0,0,0
345,Tanaka,Leeds,LEE,3,4.9,0,-1
385,Trafford,Leeds,LEE,1,5.0,0,0
260,Wilson,Leeds,LEE,3,6.2,0,-3
629,Zetterer,Leeds,LEE,1,4.0,0,0
350,A.Becker,Liverpool,LIV,1,5.5,0,0
579,Araujo,Liverpool,LIV,2,5.4,0,-1
376,Bajcetic,Liverpool,LIV,3,5.0,0,0
627,Barcola,Liverpool,LIV,3,8.0,0,0
360,Bradley,Liverpool,LIV,2,5.0,0,0
373,C.Jones,Liverpool,LIV,3,5.5,0,0
370,Chiesa,Liverpool,LIV,3,5.3,-1,-2
382,Danns,Liverpool,LIV,4,4.5,0,0
355,Davies,Liverpool,LIV,1,4.0,0,0
380,Ekitiké,Liverpool,LIV,4,7.4,0,-1
383,Elliott,Liverpool,LIV,3,5.4,0,-1
374,Endo,Liverpool,LIV,3,4.9,0,-1
357,Frimpong,Liverpool,LIV,2,5.3,0,-2
367,Gakpo,Liverpool,LIV,3,7.2,0,2
359,Gomez,Liverpool,LIV,2,4.9,0,-1
371,Gravenberch,Liverpool,LIV,3,5.8,-1,-2
379,Isak,Liverpool,LIV,4,9.1,0,1
362,Jacquet,Liverpool,LIV,2,5.0,0,0
354,Jaros,Liverpool,LIV,1,4.0,0,0
358,Kerkez,Liverpool,LIV,2,5.4,0,-1
381,Koumas,Liverpool,LIV,3,5.0,0,0
363,Leoni,Liverpool,LIV,2,4.0,0,0
361,Lucky,Liverpool,LIV,2,4.0,0,0
372,Mac Allister,Liverpool,LIV,3,5.4,0,-1
351,Mamardashvili,Liverpool,LIV,1,4.9,0,-1
378,McConnell,Liverpool,LIV,3,4.4,0,-1
377,Munoz,Liverpool,LIV,3,6.5,0,0
369,Ngumoha,Liverpool,LIV,3,5.7,-1,-3
375,Nyoni,Liverpool,LIV,3,4.9,0,-1
353,Pecsi,Liverpool,LIV,1,4.0,0,0
365,Ramsay,Liverpool,LIV,2,4.0,0,0
368,Szoboszlai,Liverpool,LIV,3,7.0,0,0
364,Tsimikas,Liverpool,LIV,2,4.9,0,-1
356,Virgil,Liverpool,LIV,2,6.5,0,0
366,Wirtz,Liverpool,LIV,3,7.3,0,-2
352,Woodman,Liverpool,LIV,1,4.0,0,0
628,Allan,Man City,MCI,3,6.0,0,0
394,Alleyne,Man City,MCI,2,5.0,0,0
481,Anderson,Man City,MCI,3,6.3,0,-2
392,Aït-Nouri,Man City,MCI,2,5.3,0,-2
386,Bettinelli,Man City,MCI,1,4.5,0,0
616,Bouaddi,Man City,MCI,3,5.5,0,0
622,Braithwaite,Man City,MCI,2,4.0,0,0
399,Cherki,Man City,MCI,3,7.8,0,3
400,Doku,Man City,MCI,3,7.4,0,-1
384,Donnarumma,Man City,MCI,1,5.5,0,0
407,Echeverri,Man City,MCI,3,4.9,0,-1
155,Enzo,Man City,MCI,3,6.9,0,-1
398,Foden,Man City,MCI,3,6.9,0,-1
388,Guéhi,Man City,MCI,2,6.0,0,0
391,Gvardiol,Man City,MCI,2,5.7,0,2
411,Haaland,Man City,MCI,4,15.6,0,1
393,Khusanov,Man City,MCI,2,5.4,0,-1
406,Kovačić,Man City,MCI,3,5.4,0,-1
395,Lewis,Man City,MCI,2,4.4,0,-1
389,Matheus N.,Man City,MCI,2,5.9,0,-1
621,McAidoo,Man City,MCI,3,4.5,0,0
410,Monga,Man City,MCI,3,4.9,0,-1
409,Mukasa,Man City,MCI,3,4.5,0,0
237,Ndiaye,Man City,MCI,3,5.8,-1,-2
387,O'Reilly,Man City,MCI,2,6.3,-1,-2
408,Phillips,Man City,MCI,3,5.0,0,0
404,Reijnders,Man City,MCI,3,6.0,0,0
402,Rodrigo,Man City,MCI,3,6.5,0,0
587,Rulli,Man City,MCI,1,5.0,0,0
390,Rúben,Man City,MCI,2,5.5,0,0
653,Samba,Man City,MCI,3,4.5,0,0
397,Semenyo,Man City,MCI,3,8.4,0,-1
