id,name,deadline_time,release_time,average_entry_score,finished,data_checked,highest_scoring_entry,deadline_time_epoch,deadline_time_game_offset,highest_score,is_previous,is_current,is_next,cup_leagues_created,h2h_ko_matches_created,can_enter,can_manage,released,ranked_count,overrides,chip_plays,most_selected,most_transferred_in,top_element,top_element_info,transfers_made,most_captained,most_vice_captained
11,Gameweek 11,2025-11-08T11:00:00Z,,38,True,True,12376400,1762599600,0,120,False,False,False,True,True,False,False,True,12338890,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}","[{'chip_name': 'bboost', 'num_played': 283693}, {'chip_name': 'freehit', 'num_played': 118562}, {'chip_name': 'wildcard', 'num_played': 113723}, {'chip_name': '3xc', 'num_played': 79701}]",430,283,228,"{'id': 228, 'points': 15}",10882725,430,82
12,Gameweek 12,2025-11-22T11:00:00Z,,39,True,True,480852,1763809200,0,134,False,False,False,True,True,False,False,True,12405243,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}","[{'chip_name': 'bboost', 'num_played': 117635}, {'chip_name': 'freehit', 'num_played': 231508}, {'chip_name': 'wildcard', 'num_played': 189247}, {'chip_name': '3xc', 'num_played': 92598}]",430,119,266,"{'id': 266, 'points': 20}",13914718,430,430
13,Gameweek 13,2025-11-29T13:30:00Z,,35,True,True,12500352,1764423000,0,123,False,False,False,True,True,False,False,True,12444059,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}","[{'chip_name': 'bboost', 'num_played': 127302}, {'chip_name': 'freehit', 'num_played': 516595}, {'chip_name': 'wildcard', 'num_played': 125267}, {'chip_name': '3xc', 'num_played': 1202761}]",430,136,684,"{'id': 684, 'points': 16}",16415537,430,381
14,Gameweek 14,2025-12-02T18:00:00Z,,58,True,True,9285305,1764698400,0,138,False,False,False,True,True,False,False,True,12472152,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}","[{'chip_name': 'bboost', 'num_played': 161130}, {'chip_name': 'freehit', 'num_played': 143488}, {'chip_name': 'wildcard', 'num_played': 98897}, {'chip_name': '3xc', 'num_played': 132909}]",430,136,414,"{'id': 414, 'points': 17}",9442288,430,430
15,Gameweek 15,2025-12-06T11:00:00Z,,49,True,True,6050277,1765018800,0,133,False,False,False,True,True,False,False,True,12502403,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}","[{'chip_name': 'bboost', 'num_played': 214358}, {'chip_name': 'freehit', 'num_played': 200662}, {'chip_name': 'wildcard', 'num_played': 99905}, {'chip_name': '3xc', 'num_played': 222544}]",430,414,449,"{'id': 449, 'points': 18}",11765293,430,1
16,Gameweek 16,2025-12-13T13:30:00Z,,60,True,True,3781937,1765632600,0,149,False,False,False,True,True,False,False,True,12544438,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}","[{'chip_name': 'bboost', 'num_played': 477343}, {'chip_name': 'freehit', 'num_played': 246031}, {'chip_name': 'wildcard', 'num_played': 97647}, {'chip_name': '3xc', 'num_played': 206393}]",430,414,516,"{'id': 516, 'points': 19}",24497356,430,430
17,Gameweek 17,2025-12-20T11:00:00Z,,66,True,True,6887913,1766228400,0,148,False,False,False,True,True,False,False,True,12584041,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}","[{'chip_name': 'bboost', 'num_played': 378292}, {'chip_name': 'freehit', 'num_played': 243505}, {'chip_name': 'wildcard', 'num_played': 150531}, {'chip_name': '3xc', 'num_played': 989479}]",430,329,107,"{'id': 107, 'points': 21}",16356600,430,414
18,Gameweek 18,2025-12-26T18:30:00Z,,44,True,True,3080196,1766773800,0,118,False,False,False,True,True,False,False,True,12620812,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}","[{'chip_name': 'bboost', 'num_played': 592927}, {'chip_name': 'freehit', 'num_played': 498912}, {'chip_name': 'wildcard', 'num_played': 219334}, {'chip_name': '3xc', 'num_played': 479352}]",430,661,120,"{'id': 120, 'points': 20}",16835174,430,414
19,Gameweek 19,2025-12-30T18:00:00Z,,40,True,True,6796894,1767117600,0,112,False,False,False,True,True,False,False,True,12646658,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}","[{'chip_name': 'bboost', 'num_played': 631090}, {'chip_name': 'freehit', 'num_played': 559609}, {'chip_name': 'wildcard', 'num_played': 226700}, {'chip_name': '3xc', 'num_played': 323388}]",430,450,303,"{'id': 303, 'points': 16}",15084299,430,430
20,Gameweek 20,2026-01-03T11:00:00Z,,42,True,True,7324049,1767438000,0,117,False,False,False,True,True,False,False,True,12668861,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}","[{'chip_name': 'bboost', 'num_played': 83247}, {'chip_name': 'freehit', 'num_played': 88528}, {'chip_name': 'wildcard', 'num_played': 245930}, {'chip_name': '3xc', 'num_played': 66719}]",430,5,136,"{'id': 136, 'points': 17}",10282852,430,661
21,Gameweek 21,2026-01-06T18:30:00Z,,48,True,True,1967626,1767724200,0,118,False,False,False,True,True,False,False,True,12691406,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}","[{'chip_name': 'bboost', 'num_played': 119453}, {'chip_name': 'freehit', 'num_played': 88007}, {'chip_name': 'wildcard', 'num_played': 225660}, {'chip_name': '3xc', 'num_played': 98740}]",430,5,487,"{'id': 487, 'points': 15}",10609899,430,414
22,Gameweek 22,2026-01-17T11:00:00Z,,40,True,True,12542399,1768647600,0,111,False,False,False,True,True,False,False,True,12727093,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}","[{'chip_name': 'bboost', 'num_played': 239898}, {'chip_name': 'freehit', 'num_played': 76367}, {'chip_name': 'wildcard', 'num_played': 213369}, {'chip_name': '3xc', 'num_played': 125638}]",430,5,441,"{'id': 441, 'points': 15}",12244354,430,430
23,Gameweek 23,2026-01-24T11:00:00Z,,44,True,True,943181,1769252400,0,115,False,False,False,True,True,False,False,True,12748731,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}","[{'chip_name': 'bboost', 'num_played': 158150}, {'chip_name': 'freehit', 'num_played': 54600}, {'chip_name': 'wildcard', 'num_played': 169261}, {'chip_name': '3xc', 'num_played': 352912}]",430,449,387,"{'id': 387, 'points': 13}",8986548,430,136
24,Gameweek 24,2026-01-31T13:30:00Z,,55,True,True,2348034,1769866200,0,126,False,False,False,True,True,False,False,True,12773603,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}","[{'chip_name': 'bboost', 'num_played': 175008}, {'chip_name': 'freehit', 'num_played': 91022}, {'chip_name': 'wildcard', 'num_played': 364012}, {'chip_name': '3xc', 'num_played': 85449}]",430,449,18,"{'id': 18, 'points': 14}",14084799,430,430
25,Gameweek 25,2026-02-06T18:30:00Z,,58,True,True,510899,1770402600,0,147,False,False,False,True,True,False,False,True,12799155,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}","[{'chip_name': 'bboost', 'num_played': 115138}, {'chip_name': 'freehit', 'num_played': 110640}, {'chip_name': 'wildcard', 'num_played': 248203}, {'chip_name': '3xc', 'num_played': 76563}]",430,249,235,"{'id': 235, 'points': 20}",10565045,430,430
26,Gameweek 26,2026-02-10T18:00:00Z,,58,True,True,439887,1770746400,0,138,False,False,False,True,True,False,False,True,12819444,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}","[{'chip_name': 'bboost', 'num_played': 163842}, {'chip_name': 'freehit', 'num_played': 199177}, {'chip_name': 'wildcard', 'num_played': 170257}, {'chip_name': '3xc', 'num_played': 994106}]",430,666,373,"{'id': 373, 'points': 17}",10933870,430,430
27,Gameweek 27,2026-02-21T13:30:00Z,,45,True,True,11253480,1771680600,0,117,False,False,False,True,True,False,False,True,12846334,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}","[{'chip_name': 'bboost', 'num_played': 163909}, {'chip_name': 'freehit', 'num_played': 65500}, {'chip_name': 'wildcard', 'num_played': 149091}, {'chip_name': '3xc', 'num_played': 131436}]",430,249,411,"{'id': 411, 'points': 17}",8668376,430,430
28,Gameweek 28,2026-02-27T18:30:00Z,,53,True,True,9830298,1772217000,0,125,False,False,False,True,True,False,False,True,12862786,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}","[{'chip_name': 'bboost', 'num_played': 109631}, {'chip_name': 'freehit', 'num_played': 65809}, {'chip_name': 'wildcard', 'num_played': 125813}, {'chip_name': '3xc', 'num_played': 89274}]",430,373,121,"{'id': 121, 'points': 18}",8235195,430,449
29,Gameweek 29,2026-03-03T18:00:00Z,,54,True,True,4150549,1772560800,0,143,False,False,False,True,True,False,False,True,12878906,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}","[{'chip_name': 'bboost', 'num_played': 89335}, {'chip_name': 'freehit', 'num_played': 80722}, {'chip_name': 'wildcard', 'num_played': 127012}, {'chip_name': '3xc', 'num_played': 72195}]",430,661,249,"{'id': 249, 'points': 19}",8012299,430,82
30,Gameweek 30,2026-03-14T13:30:00Z,,43,True,True,11679396,1773495000,0,110,False,False,False,True,True,False,False,True,12901883,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}","[{'chip_name': 'bboost', 'num_played': 167927}, {'chip_name': 'freehit', 'num_played': 46577}, {'chip_name': 'wildcard', 'num_played': 96617}, {'chip_name': '3xc', 'num_played': 122850}]",430,249,55,"{'id': 55, 'points': 12}",7392015,430,82
31,Gameweek 31,2026-03-20T18:30:00Z,,38,True,True,8715367,1774031400,0,109,False,False,False,True,True,False,False,True,12914049,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}","[{'chip_name': 'bboost', 'num_played': 18824}, {'chip_name': 'freehit', 'num_played': 1344160}, {'chip_name': 'wildcard', 'num_played': 161246}, {'chip_name': '3xc', 'num_played': 34112}]",249,684,311,"{'id': 311, 'points': 16}",19361841,430,249
32,Gameweek 32,2026-04-10T17:30:00Z,,46,True,True,13046216,1775842200,0,132,False,False,False,True,True,False,False,True,12939182,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}","[{'chip_name': 'bboost', 'num_played': 103325}, {'chip_name': 'freehit', 'num_played': 36950}, {'chip_name': 'wildcard', 'num_played': 499288}, {'chip_name': '3xc', 'num_played': 98570}]",430,151,606,"{'id': 606, 'points': 21}",11209415,430,430
33,Gameweek 33,2026-04-18T10:00:00Z,,66,True,True,7284485,1776506400,0,177,False,False,False,True,True,False,False,True,12949113,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}","[{'chip_name': 'bboost', 'num_played': 823047}, {'chip_name': 'freehit', 'num_played': 644259}, {'chip_name': 'wildcard', 'num_played': 219253}, {'chip_name': '3xc', 'num_played': 693021}]",430,691,515,"{'id': 515, 'points': 20}",16755835,430,82
34,Gameweek 34,2026-04-24T17:30:00Z,,36,True,True,867817,1777051800,0,114,False,False,False,True,True,False,False,True,12958359,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}","[{'chip_name': 'bboost', 'num_played': 22830}, {'chip_name': 'freehit', 'num_played': 1091511}, {'chip_name': 'wildcard', 'num_played': 415076}, {'chip_name': '3xc', 'num_played': 54817}]",430,64,526,"{'id': 526, 'points': 14}",24247093,430,449
35,Gameweek 35,2026-05-01T17:30:00Z,,50,True,True,2670562,1777656600,0,129,False,False,False,True,True,False,False,True,12967903,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}","[{'chip_name': 'bboost', 'num_played': 270253}, {'chip_name': 'freehit', 'num_played': 33834}, {'chip_name': 'wildcard', 'num_played': 310380}, {'chip_name': '3xc', 'num_played': 87066}]",430,417,527,"{'id': 527, 'points': 16}",8319244,430,449
36,Gameweek 36,2026-05-09T10:00:00Z,,65,True,True,436924,1778320800,0,145,False,False,False,True,True,False,False,True,12976450,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}","[{'chip_name': 'bboost', 'num_played': 464000}, {'chip_name': 'freehit', 'num_played': 89202}, {'chip_name': 'wildcard', 'num_played': 161296}, {'chip_name': '3xc', 'num_played': 1399208}]",430,417,145,"{'id': 145, 'points': 15}",9092077,430,449
37,Gameweek 37,2026-05-15T17:30:00Z,,53,True,True,7322572,1778866200,0,131,True,False,False,True,True,False,False,True,12983775,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}","[{'chip_name': 'bboost', 'num_played': 492567}, {'chip_name': 'freehit', 'num_played': 66527}, {'chip_name': 'wildcard', 'num_played': 160456}, {'chip_name': '3xc', 'num_played': 259427}]",430,666,64,"{'id': 64, 'points': 15}",6365648,430,449
38,Gameweek 38,2026-05-24T13:30:00Z,,41,True,True,1457502,1779629400,0,117,False,True,False,True,True,False,False,True,12991567,"{'rules': {}, 'scoring': {}, 'element_types': [], 'pick_multiplier': None}","[{'chip_name': 'bboost', 'num_played': 745070}, {'chip_name': 'freehit', 'num_played': 120948}, {'chip_name': 'wildcard', 'num_played': 204166}, {'chip_name': '3xc', 'num_played': 330298}]",430,624,441,"{'id': 441, 'points': 18}",8603009,430,449
