id,web_name,team_name,team_short_name,element_type,now_cost,form,points_per_game,total_points,selected_by_percent,minutes,goals_scored,assists,clean_sheets,bonus,status
366,Wirtz,Liverpool,LIV,3,7.4,3.0,3.0,9,9.0,242,0,1,1,0,a
579,Araujo,Liverpool,LIV,2,5.4,3.0,3.0,9,2.2,123,0,0,1,0,a
393,Khusanov,Man City,MCI,2,5.5,3.0,3.0,9,1.6,268,0,0,1,0,a
447,Botman,Newcastle,NEW,2,5.0,3.0,3.0,9,0.7,270,0,0,1,0,a
467,Sels,Nott'm Forest,NFO,1,5.0,3.0,3.0,9,1.4,270,0,0,1,0,a
455,Tonali,Spurs,TOT,3,5.4,3.0,3.0,9,2.8,254,0,0,1,0,a
496,Kinsky,Spurs,TOT,1,4.5,3.0,3.0,9,19.1,270,0,0,1,0,a
529,Roefs,Sunderland,SUN,1,5.0,3.0,3.0,9,3.3,270,0,0,1,0,a
534,Hume,Sunderland,SUN,2,4.5,3.0,3.0,9,5.0,195,0,0,1,0,a
536,Reinildo,Sunderland,SUN,2,4.5,3.0,3.0,9,0.4,270,0,0,1,0,a
541,Meunier,Sunderland,SUN,2,4.5,3.0,3.0,9,0.3,243,0,0,1,0,a
313,Clarke,Ipswich Town,IPS,3,5.5,2.7,4.0,8,0.2,43,1,0,0,1,a
499,Pedro Porro,Spurs,TOT,2,5.5,2.7,4.0,8,11.5,180,0,0,1,1,a
7,Lewis-Skelly,Arsenal,ARS,3,5.5,2.7,2.7,8,0.7,226,0,0,2,0,a
36,Maatsen,Aston Villa,AVL,2,4.5,2.7,2.7,8,0.8,245,0,0,1,1,a
138,Kostoulas,Brighton,BHA,4,5.5,2.7,2.7,8,0.5,195,0,1,0,0,a
148,Hato,Chelsea,CHE,2,4.5,2.7,2.7,8,0.7,213,0,2,0,0,a
210,Wharton,Crystal Palace,CRY,3,5.5,2.7,2.7,8,0.9,270,0,0,0,0,a
247,Hackney,Everton,EVE,3,5.5,2.7,2.7,8,0.2,121,0,1,1,0,a
295,McBurnie,Hull City,HUL,4,5.5,2.7,2.7,8,2.0,270,0,1,3,0,a
267,Lukić,Ipswich Town,IPS,3,5.0,2.7,2.7,8,0.1,252,0,1,0,0,a
315,Fatawu,Ipswich Town,IPS,3,5.5,2.7,2.7,8,0.2,225,0,1,0,0,a
481,Anderson,Man City,MCI,3,6.4,2.7,2.7,8,4.8,233,0,0,1,0,a
43,Tielemans,Man Utd,MUN,3,5.9,2.7,2.7,8,1.9,246,0,0,0,0,a
445,Thiaw,Newcastle,NEW,2,5.0,2.7,2.7,8,2.2,270,0,0,1,0,a
459,L.Miley,Newcastle,NEW,3,5.5,2.7,2.7,8,0.1,227,0,0,1,0,a
558,Schlager,Nott'm Forest,NFO,3,5.0,2.7,2.7,8,0.1,196,0,0,1,0,a
516,Bentancur,Spurs,TOT,3,5.5,2.7,2.7,8,0.2,225,0,0,1,0,a
619,Palacios,Ipswich Town,IPS,3,5.0,2.5,2.5,5,0.0,105,0,0,0,0,a
33,Mings,Aston Villa,AVL,2,4.5,2.3,3.5,7,0.4,106,0,0,1,0,a
130,Wieffer,Brighton,BHA,2,5.0,2.3,3.5,7,0.4,156,0,0,1,1,i
329,Rodon,Leeds,LEE,2,4.4,2.3,3.5,7,1.9,123,0,0,1,0,i
32,Cash,Aston Villa,AVL,2,4.5,2.3,2.3,7,6.9,251,0,0,1,0,a
41,Buendía,Aston Villa,AVL,3,6.0,2.3,2.3,7,1.1,249,0,0,1,0,a
46,Barkley,Aston Villa,AVL,3,5.0,2.3,2.3,7,0.3,240,0,0,1,0,a
47,Kamara,Aston Villa,AVL,3,5.0,2.3,2.3,7,0.3,270,0,0,1,0,a
51,George Hemmings,Aston Villa,AVL,3,4.5,2.3,2.3,7,1.1,234,0,0,1,0,a
70,Kluivert,Bournemouth,BOU,3,6.0,2.3,2.3,7,1.1,229,0,0,2,0,a
71,Cook,Bournemouth,BOU,3,5.0,2.3,2.3,7,0.2,157,0,0,2,0,a
566,Silva,Bournemouth,BOU,2,5.0,2.3,2.3,7,0.4,270,0,0,0,0,a
114,Boscagli,Brighton,BHA,2,4.5,2.3,2.3,7,0.3,270,0,0,1,0,a
224,Nketiah,Crystal Palace,CRY,4,5.5,2.3,2.3,7,0.6,167,0,1,0,0,a
264,Bobb,Fulham,FUL,3,5.5,2.3,2.3,7,0.3,211,0,0,1,0,a
259,Diop,Ipswich Town,IPS,2,4.0,2.3,2.3,7,15.2,270,0,0,0,0,a
304,O'Shea,Ipswich Town,IPS,2,4.0,2.3,2.3,7,3.1,270,0,0,0,0,a
371,Gravenberch,Liverpool,LIV,3,5.9,2.3,2.3,7,1.5,122,0,1,0,0,a
418,Maguire,Man Utd,MUN,2,5.0,2.3,2.3,7,13.5,270,0,1,0,0,a
423,Shaw,Man Utd,MUN,2,4.5,2.3,2.3,7,14.9,252,0,1,0,0,a
439,Šeško,Man Utd,MUN,4,7.0,2.3,2.3,7,1.6,53,1,0,0,0,a
456,J.Ramsey,Newcastle,NEW,3,4.9,2.3,2.3,7,0.3,69,1,0,0,0,a
486,McAtee,Nott'm Forest,NFO,3,5.5,2.3,2.3,7,0.1,253,0,0,2,0,a
506,Udogie,Spurs,TOT,2,4.5,2.3,2.3,7,0.4,86,0,0,1,0,a
514,Tel,Spurs,TOT,3,5.9,2.3,2.3,7,0.3,230,0,0,1,0,a
97,Jensen,Brentford,BRE,3,5.5,2.0,6.0,6,0.1,66,0,1,1,0,i
287,Millar,Hull City,HUL,3,5.0,2.0,3.0,6,0.1,50,1,0,0,0,u
309,Núñez,Ipswich Town,IPS,3,5.0,2.0,3.0,6,0.1,140,0,0,0,0,a
320,Akpom,Ipswich Town,IPS,4,5.0,2.0,3.0,6,1.1,69,1,0,0,0,a
345,Tanaka,Leeds,LEE,3,4.9,2.0,3.0,6,0.2,117,0,1,0,0,a
37,Lindelöf,Aston Villa,AVL,2,4.5,2.0,2.0,6,0.3,270,0,0,1,0,a
57,Petrović,Bournemouth,BOU,1,4.5,2.0,2.0,6,3.4,270,0,0,0,0,a
60,Hill,Bournemouth,BOU,2,5.5,2.0,2.0,6,0.8,270,0,0,0,0,a
67,Rayan,Bournemouth,BOU,3,6.5,2.0,2.0,6,2.1,266,0,0,0,0,a
73,Adams,Bournemouth,BOU,3,5.0,2.0,2.0,6,0.3,111,0,0,0,0,a
175,van Ewijk,Coventry City,COV,2,4.0,2.0,2.0,6,11.5,270,0,0,0,0,a
183,Rudoni,Coventry City,COV,3,5.0,2.0,2.0,6,0.1,152,0,0,1,0,a
184,Grimes,Coventry City,COV,3,5.0,2.0,2.0,6,0.2,270,0,0,0,0,a
588,Khalaili,Crystal Palace,CRY,2,5.0,2.0,2.0,6,0.1,199,0,0,0,0,a
246,Röhl,Everton,EVE,3,5.0,2.0,2.0,6,0.1,249,0,0,1,0,a
250,Leno,Fulham,FUL,1,4.5,2.0,2.0,6,3.1,270,0,0,0,0,a
261,Iwobi,Fulham,FUL,3,5.5,2.0,2.0,6,0.8,262,0,0,0,0,a
576,Stroud,Hull City,HUL,3,5.0,2.0,2.0,6,0.1,190,0,0,2,0,a
562,Maeda,Ipswich Town,IPS,3,5.4,2.0,2.0,6,0.3,216,0,0,0,0,a
564,Scherpen,Ipswich Town,IPS,1,4.5,2.0,2.0,6,0.6,270,0,0,0,0,a
336,Okafor,Leeds,LEE,3,5.9,2.0,2.0,6,0.3,153,0,0,1,0,a
358,Kerkez,Liverpool,LIV,2,5.5,2.0,2.0,6,2.9,250,0,0,1,0,a
429,Rashford,Man Utd,MUN,3,7.0,2.0,2.0,6,1.6,193,0,0,1,0,a
473,Aina,Nott'm Forest,NFO,2,4.5,2.0,2.0,6,3.0,216,0,0,1,0,a
502,Robertson,Spurs,TOT,2,4.5,2.0,2.0,6,3.1,186,0,0,0,0,a
545,Sadiki,Sunderland,SUN,3,5.0,2.0,2.0,6,0.3,253,0,0,1,0,a
552,Brobbey,Sunderland,SUN,4,5.9,2.0,2.0,6,8.5,219,0,0,1,0,a
644,Timber,Crystal Palace,CRY,3,5.0,2.0,2.0,2,0.0,73,0,0,0,0,a
125,Georginio,Brighton,BHA,4,5.5,1.7,5.0,5,0.7,90,0,1,1,0,d
31,Konsa,Arsenal,ARS,2,4.4,1.7,2.5,5,11.9,101,0,0,0,0,a
28,Martinez,Chelsea,CHE,1,5.0,1.7,2.5,5,4.7,180,0,0,0,0,a
347,Nmecha,Leeds,LEE,4,5.5,1.7,2.5,5,0.5,38,0,1,0,0,a
598,Elvedi,Leeds,LEE,2,4.5,1.7,2.5,5,0.0,146,0,0,0,0,a
543,Diarra,Sunderland,SUN,3,5.4,1.7,2.5,5,0.0,28,0,1,0,0,i
45,McGinn,Aston Villa,AVL,3,5.4,1.7,1.7,5,2.4,261,0,0,1,0,a
61,Truffert,Bournemouth,BOU,2,5.5,1.7,1.7,5,3.6,270,0,0,0,2,a
95,O.Dango,Brentford,BRE,3,6.4,1.7,1.7,5,0.8,140,0,0,1,0,a
151,Acheampong,Chelsea,CHE,2,4.5,1.7,1.7,5,0.4,202,0,0,0,0,a
110,Rushworth,Coventry City,COV,1,4.5,1.7,1.7,5,1.0,270,0,0,0,0,a
176,Dasilva,Coventry City,COV,2,4.0,1.7,1.7,5,0.8,264,0,0,0,0,a
492,Awoniyi,Coventry City,COV,4,5.5,1.7,1.7,5,0.7,180,0,0,0,0,a
575,Yirenkyi,Coventry City,COV,3,5.0,1.7,1.7,5,0.2,158,0,0,1,0,a
198,Henderson,Crystal Palace,CRY,1,5.0,1.7,1.7,5,1.9,270,0,0,0,0,a
265,Berge,Fulham,FUL,3,5.0,1.7,1.7,5,0.3,183,0,0,0,0,a
337,Aaronson,Leeds,LEE,3,5.4,1.7,1.7,5,0.7,154,0,0,1,0,a
372,Mac Allister,Liverpool,LIV,3,5.5,1.7,1.7,5,1.4,186,0,0,1,0,a
412,Lammens,Man Utd,MUN,1,5.0,1.7,1.7,5,13.1,270,0,0,0,0,a
93,Schuster,Brentford,BRE,2,4.5,1.3,4.0,4,0.1,73,0,0,0,0,a
463,Woltemade,Newcastle,NEW,4,5.9,1.3,4.0,4,0.8,19,0,1,0,0,u
465,Osula,Newcastle,NEW,4,5.9,1.3,4.0,4,0.5,55,0,1,0,0,i
166,N.Jackson,Aston Villa,AVL,4,6.5,1.3,2.0,4,1.0,154,0,0,1,0,a
129,Ayari,Brighton,BHA,3,5.4,1.3,2.0,4,0.4,153,0,0,1,0,a
91,Pinnock,Coventry City,COV,2,4.5,1.3,2.0,4,0.1,102,0,0,0,0,a
104,Onyeka,Coventry City,COV,3,5.0,1.3,2.0,4,0.1,152,0,0,0,0,a
153,Disasi,Crystal Palace,CRY,2,4.5,1.3,2.0,4,0.1,106,0,0,0,0,a
155,Enzo,Man City,MCI,3,6.9,1.3,2.0,4,3.3,100,0,0,1,0,a
387,O'Reilly,Man City,MCI,2,6.5,1.3,2.0,4,16.8,150,0,0,0,0,d
419,Martinez,Man Utd,MUN,2,5.0,1.3,2.0,4,1.2,180,0,0,0,0,a
405,N.Gonzalez,Newcastle,NEW,3,5.5,1.3,2.0,4,0.3,146,0,0,1,0,a
401,Marmoush,Spurs,TOT,4,7.0,1.3,2.0,4,2.2,173,0,0,1,0,a
522,Gray,Spurs,TOT,3,5.0,1.3,2.0,4,0.2,152,0,0,0,0,a
105,Anthony,Brentford,BRE,3,6.0,1.3,1.3,4,0.2,128,0,0,1,0,a
106,Thiago,Brentford,BRE,4,8.0,1.3,1.3,4,12.7,262,0,0,1,0,a
182,Amenda,Coventry City,COV,2,4.0,1.3,1.3,4,0.8,270,0,0,0,0,a
190,Tchaouna,Coventry City,COV,3,5.5,1.3,1.3,4,0.1,166,0,0,0,0,a
194,Thomas-Asante,Coventry City,COV,4,5.0,1.3,1.3,4,0.8,120,0,0,0,0,a
202,Richards,Crystal Palace,CRY,2,5.0,1.3,1.3,4,0.7,270,0,0,0,0,a
222,Strand Larsen,Crystal Palace,CRY,4,6.0,1.3,1.3,4,0.5,134,0,0,0,0,a
239,Garner,Everton,EVE,3,6.0,1.3,1.3,4,0.1,148,0,0,0,0,d
254,Robinson,Fulham,FUL,2,4.5,1.3,1.3,4,1.5,249,0,0,0,0,a
580,Charles,Fulham,FUL,3,5.0,1.3,1.3,4,0.1,123,0,0,0,0,a
260,Wilson,Leeds,LEE,3,6.4,1.3,1.3,4,3.6,127,0,0,1,0,a
162,Andrey Santos,Man Utd,MUN,3,4.9,1.3,1.3,4,0.8,82,0,0,0,0,a
417,Dalot,Man Utd,MUN,2,4.9,1.3,1.3,4,2.1,166,0,0,0,0,a
491,Igor Jesus,Nott'm Forest,NFO,4,5.9,1.3,1.3,4,2.9,211,0,0,0,0,a
255,J.Cuenca,Fulham,FUL,2,4.5,1.0,3.0,3,0.0,90,0,0,0,0,a
403,Sávio,Spurs,TOT,3,6.5,1.0,3.0,3,0.7,60,0,0,1,0,a
498,Senesi,Spurs,TOT,2,5.9,1.0,3.0,3,5.2,90,0,0,0,0,a
145,Fofana,Chelsea,CHE,2,5.0,1.0,1.5,3,0.1,157,0,0,0,0,a
186,Mason-Clark,Coventry City,COV,3,5.4,1.0,1.5,3,0.1,127,0,0,0,0,a
195,Simms,Coventry City,COV,4,5.0,1.0,1.5,3,0.8,88,0,0,0,0,a
241,McNeil,Crystal Palace,CRY,3,5.4,1.0,1.5,3,0.1,84,0,0,0,0,a
589,Gourna-Douath,Hull City,HUL,3,5.0,1.0,1.5,3,0.0,126,0,0,1,0,a
369,Ngumoha,Liverpool,LIV,3,5.9,1.0,1.5,3,0.7,81,0,0,0,0,a
167,Delap,Nott'm Forest,NFO,4,5.5,1.0,1.5,3,0.8,97,0,0,1,0,a
519,Gallagher,Spurs,TOT,3,5.4,1.0,1.5,3,0.2,128,0,0,1,0,a
523,Moore,Spurs,TOT,3,5.0,1.0,1.5,3,0.1,89,0,0,0,0,u
19,Zubimendi,Arsenal,ARS,3,5.4,1.0,1.0,3,0.8,50,0,0,0,0,a
160,Garnacho,Aston Villa,AVL,3,5.9,1.0,1.0,3,0.4,31,0,0,0,0,a
90,Hickey,Brentford,BRE,2,4.5,1.0,1.0,3,0.1,61,0,0,0,0,a
108,Wilson,Brentford,BRE,4,5.5,1.0,1.0,3,0.4,13,0,0,0,0,a
144,Gusto,Chelsea,CHE,2,5.0,1.0,1.0,3,1.1,195,0,0,0,0,a
583,Chavarria,Chelsea,CHE,2,4.9,1.0,1.0,3,0.2,73,0,0,0,0,a
584,Hamer,Coventry City,COV,3,5.5,1.0,1.0,3,0.1,32,0,0,0,0,a
209,Johnson,Everton,EVE,3,5.9,1.0,1.0,3,0.1,99,0,0,0,0,a
257,Bassey,Fulham,FUL,2,4.5,1.0,1.0,3,0.7,270,0,0,0,0,a
269,Sessegnon,Fulham,FUL,2,4.5,1.0,1.0,3,0.4,50,0,0,0,0,a
585,Herrington,Hull City,HUL,2,4.0,1.0,1.0,3,0.6,76,0,0,0,0,a
323,McAteer,Ipswich Town,IPS,3,4.5,1.0,1.0,3,1.3,42,0,0,0,0,a
592,Ouattara,Ipswich Town,IPS,2,4.0,1.0,1.0,3,0.9,39,0,0,0,0,a
422,Mazraoui,Man Utd,MUN,2,4.5,1.0,1.0,3,0.6,97,0,0,0,0,a
462,Steur,Newcastle,NEW,3,4.9,1.0,1.0,3,0.1,87,0,0,0,0,a
525,Fernandes,Spurs,TOT,3,5.9,1.0,1.0,3,1.1,142,0,0,0,0,a
526,Solanke,Spurs,TOT,4,5.9,1.0,1.0,3,1.0,43,0,0,0,0,a
611,Wan-Bissaka,Aston Villa,AVL,2,4.5,1.0,1.0,2,0.2,17,0,0,0,0,a
617,Cho,Hull City,HUL,3,5.0,1.0,1.0,2,0.0,15,0,0,0,0,a
616,Bouaddi,Man City,MCI,3,5.5,1.0,1.0,2,0.2,22,0,0,0,0,a
621,McAidoo,Man City,MCI,3,4.5,1.0,1.0,2,0.1,11,0,0,0,0,a
647,Osorio,Crystal Palace,CRY,3,5.5,1.0,1.0,1,0.0,1,0,0,0,0,a
635,Larsson,Fulham,FUL,3,5.0,1.0,1.0,1,0.0,11,0,0,0,0,a
638,Norton-Cuffy,Hull City,HUL,2,4.0,1.0,1.0,1,0.2,26,0,0,0,0,a
642,Thomas,Hull City,HUL,3,5.5,1.0,1.0,1,0.0,27,0,0,0,0,a
