can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,price_change_hourly_rate,price_change_projections,price_change_locked_until,price_change_calibrating,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,team_name,team_short_name
True,True,,,184029,0,0,1,-1,1.8,7212,"[{'offset': 0, 'projected_percent': '18.3', 'likelihood': 1}, {'offset': 1, 'projected_percent': '113.7', 'likelihood': 5}, {'offset': 2, 'projected_percent': '209.0', 'likelihood': 5}]",,False,1,3,8.0,8.0,10,Martin,8.0,15,True,,,6.6,184029.jpg,8.0,False,Ødegaard,11.6,False,,a,1,3,24,479236,70024,236810,27348,1.2,3.6,Ødegaard,,161.0,2021-08-20,1998-12-17,False,p184029,221,2,0,2,1,0,0,0,0,0,0,6,101,57.4,48.3,36.0,14.2,3,8,5,16,3,0.99,1.05,2.04,0.65,4.0,,4.0,,3.0,,[],,37,17,33,27,53,31,29,23,0.4,0.0,0.43,0.83,0.26,0.41,32,21,8,5,9,6,35,13,1.22,0.81,6.52,Arsenal,ARS
True,True,,,248857,0,0,-2,2,-16.3,-74,"[{'offset': 0, 'projected_percent': '-23.6', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-65.7', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-107.8', 'likelihood': -5}]",,False,0,3,0.7,0.7,1,Noni,0.7,16,False,,,6.3,248857.jpg,1.0,False,Madueke,0.2,False,,a,1,3,2,3378,690,17585,1281,0.1,0.3,Madueke,,241.0,2025-07-18,2002-03-10,False,p248857,23,0,0,0,0,0,0,0,0,0,0,0,11,9.4,43.1,0.0,5.3,0,2,1,3,0,0.00,0.05,0.05,0.15,6.0,,,,,,[],,237,99,44,35,640,281,163,77,0.0,0.0,0.2,0.2,0.59,0.0,55,39,328,151,363,168,318,113,0.0,0.0,11.74,Arsenal,ARS
True,True,,,195384,0,0,-1,1,-47.7,-222,"[{'offset': 0, 'projected_percent': '-58.6', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-121.7', 'likelihood': -5}, {'offset': 2, 'projected_percent': '-184.8', 'likelihood': -5}]",,False,0,3,0.7,0.7,0,Mikel,0.7,17,False,,,5.9,195384.jpg,0.7,False,Merino Zazón,0.5,False,,a,1,3,2,6237,754,32255,3129,0.1,0.3,Merino,,200.0,2024-08-27,1996-06-22,False,p195384,46,0,0,0,0,0,0,0,1,0,0,0,12,6.4,2.2,14.0,2.3,0,6,0,6,0,0.14,0.02,0.16,0.24,,,,,,,[],,258,115,241,128,121,61,244,109,0.27,0.0,0.04,0.31,0.47,0.0,91,59,325,149,380,179,255,84,0.0,0.0,11.74,Arsenal,ARS
True,False,0.0,0.0,444145,0,0,-2,2,0.0,-97,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,3,0.0,0.0,0,Gabriel,0.0,18,False,Has joined Al Hilal permanently,2026-09-04T12:34:46.738449Z,6.3,444145.jpg,0.0,False,Martinelli Silva,0.1,False,,u,1,3,0,2483,0,16755,3113,0.0,0.0,Martinelli,Gabriel Martinelli,30.0,2019-07-15,2001-06-18,False,p444145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,644,285,644,285,641,282,644,285,0.0,0.0,0.0,0.0,0.0,0.0,56,40,646,286,646,286,409,157,0.0,0.0,0.0,Arsenal,ARS
True,True,,,481655,0,0,-1,1,-40.5,-188,"[{'offset': 0, 'projected_percent': '-46.5', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-80.7', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-114.9', 'likelihood': -5}]",,False,0,3,1.0,1.0,1,Martín,1.0,19,False,,,5.4,481655.jpg,1.0,False,Zubimendi Ibáñez,0.8,False,,a,1,3,3,5759,695,44022,3413,0.2,0.6,Zubimendi,,200.0,2025-07-06,1999-02-02,False,p481655,50,0,0,0,0,0,0,0,0,0,0,0,9,8.6,3.2,0.0,1.2,4,2,3,9,0,0.08,0.05,0.13,0.26,,,,,,,[],,241,101,226,123,576,238,288,129,0.14,0.0,0.09,0.23,0.47,0.0,221,137,267,120,333,150,220,72,0.0,0.0,16.2,Arsenal,ARS
True,True,,,616077,0,0,-1,1,-108.4,-27,"[{'offset': 0, 'projected_percent': '-117.7', 'likelihood': -5}, {'offset': 1, 'projected_percent': '-171.2', 'likelihood': -5}, {'offset': 2, 'projected_percent': '-224.6', 'likelihood': -5}]",,False,0,3,0.0,0.0,0,Max,0.0,20,False,,,5.4,616077.jpg,0.0,False,Dowman,0.1,False,,a,1,3,0,1265,184,4755,428,0.0,0.0,Dowman,,241.0,2025-07-22,2009-12-31,False,p616077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,602,259,604,260,584,245,608,260,0.0,0.0,0.0,0.0,0.0,0.0,234,148,619,266,619,266,471,185,0.0,0.0,0.0,Arsenal,ARS
True,False,0.0,0.0,499175,0,0,-1,1,0.0,0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,3,0.0,0.0,0,Ethan,0.0,22,False,Has joined Borussia Dortmund on loan for the rest of the season,2026-09-02T16:01:07.058827Z,5.4,499175.jpg,0.0,False,Nwaneri,0.0,False,,u,1,3,0,233,0,914,163,0.0,0.0,Nwaneri,,241.0,2022-09-17,2007-03-21,False,p499175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,596,254,601,258,579,241,603,256,0.0,0.0,0.0,0.0,0.0,0.0,225,140,617,264,617,264,605,256,0.0,0.0,0.0,Arsenal,ARS
True,False,0.0,0.0,438098,0,0,0,0,0.0,-2,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,3,0.0,0.0,0,Fábio,0.0,23,False,Has joined Hamburger SV permanently,2026-09-02T16:00:28.446370Z,5.5,438098.jpg,0.0,False,Ferreira Vieira,0.0,False,,u,1,3,0,255,0,647,121,0.0,0.0,Fábio Vieira,Fábio Vieira,173.0,2022-06-21,2000-05-30,False,p438098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,612,264,616,265,602,255,617,265,0.0,0.0,0.0,0.0,0.0,0.0,155,93,626,270,626,270,611,260,0.0,0.0,0.0,Arsenal,ARS
True,False,0.0,0.0,200641,0,0,0,0,0.0,0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,3,0.0,0.0,0,Reiss,0.0,24,False,has departed the club as a free agent.,2026-08-29T00:33:08.556767Z,5.5,200641.jpg,0.0,False,Nelson,0.0,False,,u,1,3,0,68,0,516,41,0.0,0.0,Nelson,,241.0,2017-07-12,1999-12-10,False,p200641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,607,260,610,261,593,248,612,261,0.0,0.0,0.0,0.0,0.0,0.0,136,83,623,267,623,267,619,265,0.0,0.0,0.0,Arsenal,ARS
True,True,,,224117,0,0,-2,2,-51.2,-1685,"[{'offset': 0, 'projected_percent': '-60.5', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-113.9', 'likelihood': -5}, {'offset': 2, 'projected_percent': '-167.4', 'likelihood': -5}]",,False,0,4,0.3,0.3,1,Viktor,0.3,25,False,,,7.3,224117.jpg,1.0,False,Gyökeres,4.3,False,,a,1,3,1,19629,2692,465133,26013,0.0,0.1,Gyökeres,,206.0,2025-07-26,1998-06-04,False,p224117,12,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,1,0,1,0,0.00,0.00,0.00,0.09,,,,,2.0,,[],,649,76,649,76,649,76,649,76,0.0,0.0,0.0,0.0,0.68,0.0,23,8,386,47,370,46,82,12,0.0,0.0,7.5,Arsenal,ARS
True,True,,,219847,0,0,0,0,57.8,2873,"[{'offset': 0, 'projected_percent': '64.4', 'likelihood': 3}, {'offset': 1, 'projected_percent': '102.4', 'likelihood': 5}, {'offset': 2, 'projected_percent': '140.4', 'likelihood': 5}]",,False,0,4,5.3,5.3,8,Kai,5.3,26,False,,,7.5,219847.jpg,5.3,False,Havertz,6.9,False,,a,1,3,16,294877,34750,202950,22736,0.7,2.1,Havertz,,80.0,2023-06-28,1999-06-11,False,p219847,257,2,0,2,1,0,0,0,0,0,0,2,77,39.6,16.6,48.0,10.4,3,5,0,8,3,0.54,0.40,0.94,0.79,,,,,,,[],,94,8,140,13,36,11,65,9,0.19,0.0,0.14,0.33,0.28,0.35,16,6,45,4,49,4,59,8,1.05,0.7,2.8,Arsenal,ARS
True,False,0.0,0.0,205651,0,0,-1,1,0.0,-123,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,4,0.0,0.0,0,Gabriel,0.0,27,False,Has joined FC Barcelona permanently,2026-09-02T16:00:28.475184Z,5.9,205651.jpg,0.0,False,Fernando de Jesus,0.2,False,,u,1,3,0,4164,0,22163,3876,0.0,0.0,G.Jesus,Gabriel Jesus,30.0,2022-07-04,1997-04-03,False,p205651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,625,70,628,73,618,71,628,73,0.0,0.0,0.0,0.0,0.0,0.0,92,24,634,76,634,76,333,54,0.0,0.0,0.0,Arsenal,ARS
True,True,,,199798,0,0,-1,1,17.6,6243,"[{'offset': 0, 'projected_percent': '31.9', 'likelihood': 2}, {'offset': 1, 'projected_percent': '114.5', 'likelihood': 5}, {'offset': 2, 'projected_percent': '197.0', 'likelihood': 5}]",,False,0,2,1.7,1.7,4,Ezri,1.7,31,False,,,4.4,199798.jpg,2.5,False,Konsa Ngoyo,11.9,False,,a,1,3,5,430988,110295,457196,28463,0.4,1.1,Konsa,,241.0,2026-08-21,1997-10-23,False,p199798,101,0,0,0,1,0,0,0,0,0,0,0,18,3.2,0.1,0.0,0.3,8,5,3,11,1,0.00,0.01,0.01,0.35,,,,,,,[],,299,113,324,119,319,136,323,116,0.0,0.0,0.01,0.01,0.31,0.89,570,153,198,74,159,61,33,11,0.89,0.0,9.8,Arsenal,ARS
True,True,100.0,75.0,208706,0,0,-2,2,-35.5,-665,"[{'offset': 0, 'projected_percent': '-43.7', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-90.7', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-137.8', 'likelihood': -5}]",,False,0,3,0.3,0.2,0,Bruno,0.3,452,False,,2026-09-04T14:00:08.328779Z,6.8,208706.jpg,1.0,False,Guimarães Rodriguez Moura,1.9,False,,a,1,3,1,6940,544,200851,11514,0.0,0.1,Bruno G.,Bruno Guimarães,30.0,2026-08-08,1997-11-16,False,p208706,19,0,0,0,0,0,0,0,0,0,0,0,4,1.4,0.8,2.0,0.4,0,3,0,3,0,0.00,0.01,0.01,0.00,5.0,,,,4.0,,[],,320,145,294,149,245,119,322,147,0.0,0.0,0.05,0.05,0.0,0.0,31,20,385,181,369,174,128,39,0.0,0.0,14.21,Arsenal,ARS
True,True,,,439509,0,0,0,0,-92.6,-2635,"[{'offset': 0, 'projected_percent': '-96.1', 'likelihood': -4}, {'offset': 1, 'projected_percent': '-115.8', 'likelihood': -5}, {'offset': 2, 'projected_percent': '-135.5', 'likelihood': -5}]",,False,0,3,3.7,3.7,5,Christos,3.7,557,False,,,6.5,439509.jpg,3.7,False,Tzolis,18.4,False,,a,1,3,11,345543,17472,856827,107803,0.6,1.7,Tzolis,,83.0,2026-07-23,2002-01-30,False,p439509,210,0,2,1,1,0,0,0,2,0,0,1,62,17.0,51.6,34.0,10.3,5,10,2,17,3,0.19,0.37,0.56,0.51,3.0,,,,,,[],,195,76,30,25,56,32,67,41,0.08,0.0,0.16,0.24,0.22,0.43,38,26,93,44,101,46,18,8,1.29,0.43,7.29,Arsenal,ARS
