id,web_name,team_name,team_short_name,element_type,now_cost,form,points_per_game,total_points,selected_by_percent,minutes,goals_scored,assists,clean_sheets,bonus,status
458,Mainoo,Man Utd,MUN,3,4.7,5.2,2.6,71,1.3,1563,1,2,5,2,a
5,Gabriel,Arsenal,ARS,2,7.3,5.0,6.7,202,46.1,2615,3,5,17,30,a
450,Cunha,Man Utd,MUN,3,8.1,5.0,4.3,143,8.4,2493,10,4,8,14,a
148,F.Kadıoğlu,Brighton,BHA,2,4.5,5.0,3.2,117,1.4,3040,1,2,10,7,a
314,Leno,Fulham,FUL,1,5.0,5.0,3.1,116,2.3,3330,0,0,8,8,a
733,Lammens,Man Utd,MUN,1,5.1,5.0,3.3,103,3.5,2790,0,0,7,11,a
121,Damsgaard,Brentford,BRE,3,5.6,4.8,3.5,112,0.8,2039,4,4,5,9,a
242,Dewsbury-Hall,Everton,EVE,3,5.3,4.6,5.0,149,8.2,2546,8,7,8,18,a
568,Pedro Porro,Spurs,TOT,2,5.2,4.6,3.3,107,10.7,2613,1,3,8,6,a
145,De Cuyper,Brighton,BHA,2,4.3,4.6,2.9,84,1.7,1359,2,3,5,9,a
341,Darlow,Leeds,LEE,1,4.0,4.6,3.3,69,6.7,1890,0,0,5,3,a
527,Awoniyi,Nott'm Forest,NFO,4,5.2,4.6,2.7,43,0.4,452,4,2,1,4,a
260,Guéhi,Man City,MCI,2,5.1,4.5,5.2,177,32.8,3060,3,5,14,14,a
291,Tarkowski,Everton,EVE,2,5.8,4.4,4.6,167,12.7,3240,2,3,11,12,a
457,Casemiro,Man Utd,MUN,3,5.9,4.4,4.9,165,5.4,2575,9,4,9,20,a
151,Van Hecke,Brighton,BHA,2,4.7,4.4,4.2,147,11.0,3120,3,3,10,8,a
502,Sels,Nott'm Forest,NFO,1,4.6,4.4,3.4,102,5.0,2577,0,0,7,3,a
126,Jensen,Brentford,BRE,3,4.9,4.4,2.7,96,0.2,2157,3,2,9,1,a
101,Kelleher,Brentford,BRE,1,4.8,4.2,3.8,137,12.3,3240,0,0,10,9,a
6,Saliba,Arsenal,ARS,2,6.3,4.2,4.3,129,17.1,2524,1,0,14,10,a
386,Mac Allister,Liverpool,LIV,3,6.1,4.2,3.0,107,1.8,2564,2,5,7,9,a
77,Hill,Bournemouth,BOU,2,4.2,4.2,3.9,106,7.3,1922,0,3,8,4,a
487,Barnes,Newcastle,NEW,3,6.1,4.2,2.9,105,1.2,1906,7,1,5,9,a
442,Maguire,Man Utd,MUN,2,4.4,4.2,3.8,84,1.6,1559,1,2,6,5,a
666,Gyökeres,Arsenal,ARS,4,9.1,4.0,3.7,126,18.2,2193,14,1,12,16,a
107,Lewis-Potter,Brentford,BRE,2,4.8,4.0,3.1,110,1.6,1872,3,3,9,5,a
129,Yarmoliuk,Brentford,BRE,3,5.0,4.0,2.8,104,0.1,2652,1,3,8,1,a
311,Beto,Everton,EVE,4,5.1,4.0,2.9,103,3.4,1545,9,1,5,15,a
636,S.Bueno,Wolves,WOL,2,4.4,4.0,3.3,92,0.1,2462,3,2,4,4,a
406,Khusanov,Man City,MCI,2,5.4,4.0,3.2,65,0.7,1337,0,0,6,3,a
319,Castagne,Fulham,FUL,2,4.3,4.0,1.8,53,0.2,1748,0,2,2,1,a
488,Bruno G.,Newcastle,NEW,3,6.9,3.8,5.5,153,6.1,2391,9,7,6,22,a
736,Donnarumma,Man City,MCI,1,5.6,3.8,4.1,134,9.3,2970,0,0,15,5,a
417,Cherki,Man City,MCI,3,6.6,3.8,4.3,133,19.6,1706,4,13,8,16,a
668,Xhaka,Sunderland,SUN,3,5.1,3.8,3.7,123,3.2,2811,1,6,9,8,a
257,Lacroix,Crystal Palace,CRY,2,5.2,3.7,4.4,154,7.6,3085,1,2,11,11,a
256,Muñoz,Crystal Palace,CRY,2,5.9,3.7,4.8,135,9.5,2355,4,4,10,9,a
267,Sarr,Crystal Palace,CRY,3,6.4,3.7,4.3,116,6.2,2128,9,2,9,9,a
624,Bowen,West Ham,WHU,4,7.7,3.6,4.7,175,12.6,3316,8,12,7,25,a
694,Mukiele,Sunderland,SUN,2,4.6,3.6,4.7,147,8.6,2694,3,5,9,11,a
139,Verbruggen,Brighton,BHA,1,4.6,3.6,3.5,128,9.5,3330,0,0,10,6,a
106,Collins,Brentford,BRE,2,4.9,3.6,3.7,126,2.5,2881,1,2,9,7,a
317,Andersen,Fulham,FUL,2,4.4,3.6,3.7,123,3.3,2882,0,1,8,8,s
160,Minteh,Brighton,BHA,3,5.5,3.6,3.5,116,2.5,2344,3,8,11,9,a
100,Kroupi.Jr,Bournemouth,BOU,4,4.6,3.6,3.3,103,6.3,1516,12,0,9,11,a
54,McGinn,Aston Villa,AVL,3,5.3,3.6,3.5,102,0.7,2132,5,4,8,6,a
613,Souček,West Ham,WHU,3,5.7,3.6,2.9,100,0.4,2100,5,2,6,9,a
475,Botman,Newcastle,NEW,2,4.9,3.6,3.6,86,0.4,1744,1,1,5,6,a
749,Mané,Wolves,WOL,4,4.2,3.6,2.8,72,1.3,1697,3,2,5,9,a
52,J.Ramsey,Newcastle,NEW,3,5.3,3.6,2.1,58,0.2,1351,2,3,1,3,a
438,Mazraoui,Man Utd,MUN,2,4.9,3.6,2.5,47,0.3,904,0,0,4,6,a
390,Gravenberch,Liverpool,LIV,3,5.4,3.4,4.1,142,3.7,2909,5,5,9,17,a
384,Gakpo,Liverpool,LIV,3,7.3,3.4,3.7,129,5.6,2646,7,5,10,5,a
708,M.Fernandes,West Ham,WHU,3,5.5,3.4,3.6,126,0.4,2927,3,3,7,6,a
178,Welbeck,Brighton,BHA,4,6.4,3.4,3.5,125,9.1,2191,13,1,10,18,a
505,Milenković,Nott'm Forest,NFO,2,5.1,3.4,3.1,115,3.3,3285,0,1,9,2,a
146,Dunk,Brighton,BHA,2,4.5,3.4,3.1,99,0.9,2747,1,1,7,5,a
318,Bassey,Fulham,FUL,2,4.4,3.4,3.3,97,0.8,2442,1,1,6,9,a
679,Hermansen,West Ham,WHU,1,4.2,3.4,4.1,69,0.8,1530,0,1,6,8,a
358,Tanaka,Leeds,LEE,3,4.8,3.4,2.3,63,0.2,1230,2,1,3,4,a
796,Gallagher,Spurs,TOT,3,5.0,3.4,2.8,39,0.2,1012,1,1,1,3,a
723,Canvot,Crystal Palace,CRY,2,4.5,3.3,3.6,72,0.5,1331,0,0,5,9,a
82,Semenyo,Man City,MCI,3,8.1,3.2,5.6,195,47.3,3088,16,6,12,18,a
411,O'Reilly,Man City,MCI,2,5.3,3.2,4.8,158,19.7,2553,5,4,14,10,a
119,Mbeumo,Man Utd,MUN,3,8.3,3.2,4.3,139,14.9,2538,10,3,7,15,a
200,Anthony,Burnley,BUR,3,5.0,3.2,3.5,123,1.9,2543,8,4,4,6,a
20,Trossard,Arsenal,ARS,3,6.6,3.2,3.9,116,2.0,1907,6,6,10,11,a
606,Mavropanos,West Ham,WHU,2,4.5,3.2,3.8,114,1.9,2442,3,0,5,5,a
273,Wharton,Crystal Palace,CRY,3,5.0,3.2,3.4,111,0.8,2536,1,6,8,8,a
113,Van den Berg,Brentford,BRE,2,4.4,3.2,3.5,109,1.1,2671,0,3,8,3,a
310,Barry,Everton,EVE,4,5.7,3.2,2.5,93,0.8,1815,8,0,7,9,a
215,Flemming,Burnley,BUR,4,5.3,3.2,3.3,89,0.4,1590,10,0,3,8,a
584,Tel,Spurs,TOT,3,6.2,3.2,2.5,73,0.3,1172,4,2,2,7,a
388,C.Jones,Liverpool,LIV,3,5.4,3.2,2.2,71,0.1,1833,0,3,3,3,a
316,Robinson,Fulham,FUL,2,4.9,3.2,2.8,59,0.8,1397,1,0,3,6,a
815,Disasi,West Ham,WHU,2,4.5,3.2,3.3,43,0.2,1164,0,0,5,1,a
728,Röhl,Everton,EVE,3,5.0,3.2,2.3,34,0.0,614,1,1,2,2,a
407,Matheus N.,Man City,MCI,2,5.3,3.0,4.6,152,2.9,2771,1,8,12,16,a
660,Stach,Leeds,LEE,3,4.8,3.0,4.7,137,2.1,2369,5,6,7,14,d
32,Martinez,Aston Villa,AVL,1,5.1,3.0,3.8,120,4.5,2835,0,1,7,11,a
681,Šeško,Man Utd,MUN,4,7.2,3.0,3.7,111,5.1,1630,11,2,2,19,d
110,Kayode,Brentford,BRE,2,4.6,3.0,3.1,111,1.1,3168,1,2,10,9,a
597,Richarlison,Spurs,TOT,4,6.4,3.0,3.7,110,6.2,1792,10,4,6,16,a
673,J.Palhinha,Spurs,TOT,3,5.5,3.0,3.5,110,0.8,2034,4,3,4,14,a
158,Georginio,Brighton,BHA,3,5.6,3.0,2.8,86,0.3,1760,3,5,7,2,a
585,Bentancur,Spurs,TOT,3,5.2,3.0,3.3,79,0.2,1709,1,1,7,4,a
552,Sadiki,Sunderland,SUN,3,4.9,3.0,2.5,79,0.1,2801,0,2,9,0,a
332,Lukić,Fulham,FUL,3,4.9,3.0,2.6,67,0.1,1730,1,4,6,4,a
16,Saka,Arsenal,ARS,3,10.0,2.8,4.9,147,13.0,2128,7,9,11,16,a
237,Enzo,Chelsea,CHE,3,6.4,2.8,4.2,143,10.8,2934,9,4,8,16,a
84,Tavernier,Bournemouth,BOU,3,5.3,2.8,3.9,125,4.3,2552,6,4,11,11,a
683,Alderete,Sunderland,SUN,2,4.1,2.8,3.8,125,5.6,2797,1,1,10,5,d
67,Petrović,Bournemouth,BOU,1,4.6,2.8,3.3,118,5.0,3240,0,0,11,5,a
266,Eze,Arsenal,ARS,3,7.3,2.8,3.5,109,8.9,1798,7,3,10,8,a
532,Hume,Sunderland,SUN,2,4.5,2.8,2.8,102,0.3,2942,1,1,9,6,a
328,Sessegnon,Fulham,FUL,3,5.4,2.8,3.5,95,0.1,1816,3,3,6,8,i
476,Burn,Newcastle,NEW,2,5.0,2.8,3.3,92,3.5,2112,1,3,6,5,a
730,Brobbey,Sunderland,SUN,4,5.3,2.8,2.9,87,0.9,1860,7,1,6,12,a
489,J.Murphy,Newcastle,NEW,3,5.9,2.8,2.5,81,0.6,1561,3,2,8,5,a
717,Xavi,Spurs,TOT,3,6.4,2.8,2.9,80,1.1,1747,2,5,4,7,i
541,Reinildo,Sunderland,SUN,2,3.8,2.8,3.0,72,2.9,1876,0,2,6,6,a
55,Barkley,Aston Villa,AVL,3,4.8,2.8,2.5,51,0.1,759,3,1,1,5,a
511,Morato,Nott'm Forest,NFO,2,4.3,2.8,2.5,49,0.1,1250,1,0,2,1,a
11,White,Arsenal,ARS,2,5.1,2.8,3.8,45,0.5,699,0,1,5,3,i
447,Heaven,Man Utd,MUN,2,3.7,2.8,2.5,42,2.6,920,0,1,2,3,a
416,Bernardo,Man City,MCI,3,6.2,2.7,2.8,100,0.7,2756,2,4,13,4,a
136,Thiago,Brentford,BRE,4,7.3,2.6,4.8,179,32.2,3192,22,1,10,22,a
303,Garner,Everton,EVE,3,5.2,2.6,4.2,155,3.8,3323,2,7,11,13,a
670,Roefs,Sunderland,SUN,1,4.8,2.6,3.9,134,8.1,3060,0,0,10,12,a
382,Wirtz,Liverpool,LIV,3,8.3,2.6,3.9,124,8.5,2357,5,4,10,17,a
646,J.Gomes,Wolves,WOL,3,5.3,2.6,3.1,107,0.3,2829,1,2,4,6,a
167,Baleba,Brighton,BHA,3,4.5,2.6,1.8,55,1.5,1615,0,0,7,0,a
570,Danso,Spurs,TOT,2,4.2,2.6,2.4,52,0.2,1309,0,0,3,1,a
210,Tchaouna,Burnley,BUR,3,4.8,2.6,1.9,52,0.0,1104,2,1,2,0,a
525,Wood,Nott'm Forest,NFO,4,7.1,2.6,2.8,39,4.6,835,3,0,2,4,a
10,Lewis-Skelly,Arsenal,ARS,2,5.0,2.6,1.4,26,1.9,590,0,0,2,0,a
258,Mitchell,Crystal Palace,CRY,2,5.0,2.5,3.6,134,2.4,3208,1,3,12,8,a
414,Foden,Man City,MCI,3,8.0,2.5,4.1,128,7.6,1954,7,5,11,13,a
413,Marmoush,Man City,MCI,3,8.3,2.5,2.8,55,2.5,677,3,3,4,5,a
21,Rice,Arsenal,ARS,3,7.2,2.4,5.1,179,24.3,3003,4,9,17,23,a
90,Scott,Bournemouth,BOU,3,4.9,2.4,3.7,132,2.1,2758,3,2,11,9,a
299,Ndiaye,Everton,EVE,3,6.3,2.4,4.1,126,4.7,2691,6,3,8,7,a
381,M.Salah,Liverpool,LIV,3,14.0,2.4,4.5,117,13.7,2071,7,6,7,10,a
97,Evanilson,Bournemouth,BOU,4,6.6,2.4,3.3,111,2.3,2581,6,7,10,6,a
440,Dalot,Man Utd,MUN,2,4.5,2.4,3.3,111,3.9,2609,1,6,7,9,a
343,Struijk,Leeds,LEE,2,4.2,2.4,3.2,107,2.2,2845,0,1,7,4,d
714,Woltemade,Newcastle,NEW,4,6.7,2.4,3.3,106,6.4,1819,8,4,8,12,a
50,Buendía,Aston Villa,AVL,3,5.3,2.4,2.7,96,0.4,1663,6,2,3,8,a
469,Pope,Newcastle,NEW,1,5.0,2.4,3.6,94,4.3,2326,0,1,7,3,a
342,Bogle,Leeds,LEE,2,4.4,2.4,2.8,94,0.5,2718,1,5,6,1,i
191,Estève,Burnley,BUR,2,3.8,2.4,2.5,83,6.8,2852,0,0,3,0,a
693,Hutchinson,Nott'm Forest,NFO,3,5.4,2.4,2.6,77,0.1,1599,1,6,6,3,a
560,Isidor,Sunderland,SUN,4,5.0,2.4,2.4,73,1.3,1119,6,1,4,7,a
48,Tielemans,Aston Villa,AVL,3,5.9,2.4,2.8,67,0.7,1840,0,4,4,3,a
637,Toti,Wolves,WOL,2,4.2,2.4,2.2,40,0.1,1399,0,0,1,0,a
551,Rigg,Sunderland,SUN,3,4.7,2.4,2.1,35,0.1,757,1,1,3,1,a
734,Bakwa,Nott'm Forest,NFO,3,5.9,2.4,1.9,26,0.0,549,0,2,2,1,a
567,Kinsky,Spurs,TOT,1,3.9,2.4,2.8,14,1.8,450,0,0,1,0,a
402,Aït-Nouri,Man City,MCI,2,5.7,2.3,3.7,59,4.1,958,0,2,5,9,a
26,Zubimendi,Arsenal,ARS,3,4.9,2.2,3.6,130,2.8,2900,5,1,16,9,a
374,Konaté,Liverpool,LIV,2,5.4,2.2,3.7,128,3.8,3002,1,0,10,8,a
508,N.Williams,Nott'm Forest,NFO,2,4.8,2.2,3.5,126,4.2,3113,2,3,9,15,a
350,Aaronson,Leeds,LEE,3,5.4,2.2,3.5,125,0.9,2359,4,8,9,5,d
120,Schade,Brentford,BRE,3,6.8,2.2,3.5,118,1.4,2654,7,5,11,5,a
575,Van de Ven,Spurs,TOT,2,4.4,2.2,3.3,110,17.5,2861,4,1,8,10,a
643,André,Wolves,WOL,3,5.2,2.2,2.7,92,0.1,2670,1,0,2,4,a
325,Smith Rowe,Fulham,FUL,3,5.6,2.2,2.1,77,0.5,1838,3,1,5,1,a
573,Spence,Spurs,TOT,2,4.1,2.2,2.5,71,0.9,1938,0,0,8,3,a
507,Aina,Nott'm Forest,NFO,2,4.7,2.2,3.7,67,2.1,1587,0,2,6,5,i
493,Longstaff,Leeds,LEE,3,4.8,2.2,2.4,56,0.2,1003,2,2,1,5,a
791,Taty,West Ham,WHU,4,5.5,2.2,3.1,53,0.2,1297,5,1,8,3,a
73,Smith,Bournemouth,BOU,2,4.4,2.2,2.5,50,0.2,895,0,2,5,4,a
635,R.Gomes,Wolves,WOL,2,4.4,2.2,2.2,46,0.1,873,3,0,1,0,a
499,Isak,Liverpool,LIV,4,10.3,2.2,2.9,41,3.9,694,3,1,1,4,d
30,Havertz,Arsenal,ARS,4,7.3,2.2,2.4,24,0.6,460,1,2,3,0,a
249,João Pedro,Chelsea,CHE,4,7.4,2.0,5.2,176,37.9,2568,15,9,10,30,a
329,Wilson,Fulham,FUL,3,5.9,2.0,4.7,164,18.9,2656,10,8,9,21,a
253,Henderson,Crystal Palace,CRY,1,5.1,2.0,3.6,129,9.3,3240,0,0,11,7,a
261,Richards,Crystal Palace,CRY,2,4.4,2.0,3.9,128,2.6,2825,1,0,11,5,d
603,Diouf,West Ham,WHU,2,4.1,2.0,3.2,98,2.4,2616,0,6,8,3,a
37,Digne,Aston Villa,AVL,2,4.5,2.0,3.1,97,1.5,1842,0,7,7,5,a
725,Hincapie,Arsenal,ARS,2,5.1,2.0,3.7,84,0.9,1679,1,2,5,7,a
271,Kamada,Crystal Palace,CRY,3,5.0,2.0,2.4,66,0.1,1854,0,2,6,0,a
157,Mitoma,Brighton,BHA,3,6.1,2.0,2.5,62,2.0,1714,3,1,5,2,i
372,Robertson,Liverpool,LIV,2,5.7,2.0,2.3,53,1.0,1083,1,0,4,4,a
686,Ngumoha,Liverpool,LIV,3,4.3,2.0,2.3,41,1.4,475,2,1,2,4,a
415,Savinho,Man City,MCI,3,6.9,2.0,1.8,40,0.4,693,1,2,3,1,a
817,Armstrong,Wolves,WOL,4,5.1,2.0,2.5,32,0.1,1068,1,2,3,0,a
295,Keane,Everton,EVE,2,4.5,1.8,4.0,127,3.2,2498,3,1,7,8,a
684,Thiaw,Newcastle,NEW,2,4.9,1.8,3.7,125,4.8,2873,4,0,5,12,a
36,Cash,Aston Villa,AVL,2,4.7,1.8,3.4,116,7.7,2971,3,3,8,7,a
293,O'Brien,Everton,EVE,2,4.9,1.8,3.2,115,0.7,3057,1,3,10,2,a
283,Mateta,Crystal Palace,CRY,4,7.6,1.8,3.5,108,8.6,2197,11,0,8,12,a
348,Rodon,Leeds,LEE,2,3.9,1.8,3.2,108,2.9,2862,2,0,6,5,a
615,Summerville,West Ham,WHU,3,5.4,1.8,3.5,104,1.3,2380,5,3,7,10,a
633,H.Bueno,Wolves,WOL,2,4.3,1.8,2.4,82,0.2,2343,1,3,4,4,a
722,Florentino,Burnley,BUR,3,5.0,1.8,2.6,76,0.0,1933,0,2,2,0,a
671,Wilson,West Ham,WHU,4,5.8,1.8,2.4,75,0.5,1189,6,2,1,7,a
17,Ødegaard,Arsenal,ARS,3,7.8,1.8,3.1,71,1.7,1273,1,7,5,5,a
85,Adams,Bournemouth,BOU,3,4.9,1.8,3.0,70,0.3,1589,2,2,7,3,a
727,Chukwueze,Fulham,FUL,3,5.3,1.8,2.7,62,0.1,1067,3,4,2,1,a
86,Brooks,Bournemouth,BOU,3,5.0,1.8,1.9,58,0.2,1182,1,3,5,4,a
659,Walker-Peters,West Ham,WHU,2,4.2,1.8,2.1,47,0.3,1288,1,0,3,0,a
152,Veltman,Brighton,BHA,2,4.3,1.8,1.9,46,0.1,1047,1,0,2,1,a
437,Martinez,Man Utd,MUN,2,4.8,1.8,2.6,45,0.4,1139,0,0,4,3,a
614,Ward-Prowse,Burnley,BUR,3,5.6,1.8,2.4,38,0.2,1065,0,1,2,0,a
580,Johnson,Crystal Palace,CRY,3,6.5,1.7,1.9,65,2.4,1710,2,1,6,2,a
241,Caicedo,Chelsea,CHE,3,5.7,1.6,3.4,106,7.2,2622,3,1,6,10,a
224,Cucurella,Chelsea,CHE,2,6.1,1.6,3.2,102,14.4,2526,1,4,9,5,a
452,Amad,Man Utd,MUN,3,6.2,1.6,2.7,84,1.3,2249,2,4,5,6,a
491,Tonali,Newcastle,NEW,3,5.3,1.6,2.3,81,1.1,2534,0,2,7,2,d
713,A.Jimenez,Bournemouth,BOU,2,4.5,1.6,2.4,74,0.2,2315,1,2,6,2,n
497,L.Miley,Newcastle,NEW,3,4.4,1.6,3.1,72,1.7,1493,1,4,2,5,i
544,Diarra,Sunderland,SUN,3,5.3,1.6,3.4,65,0.1,1374,2,6,5,3,a
192,Hartman,Burnley,BUR,2,4.0,1.6,3.0,63,0.6,1825,0,6,3,0,a
724,Geertruida,Sunderland,SUN,2,4.5,1.6,2.0,54,0.1,1591,0,0,3,0,a
642,Hee Chan,Wolves,WOL,3,5.6,1.6,2.1,53,0.1,1349,2,2,2,0,a
39,Maatsen,Aston Villa,AVL,2,4.2,1.6,1.7,49,0.6,1500,0,1,2,0,a
519,Dominguez,Nott'm Forest,NFO,3,5.0,1.6,1.8,47,0.0,1143,1,1,3,3,a
143,Boscagli,Brighton,BHA,2,4.2,1.6,3.2,39,0.2,799,0,1,3,4,a
494,Willock,Newcastle,NEW,3,5.0,1.6,1.6,36,0.1,882,0,2,3,0,a
351,Gnonto,Leeds,LEE,3,5.1,1.6,1.4,31,0.1,500,0,3,1,0,a
522,Yates,Nott'm Forest,NFO,3,4.7,1.6,1.4,29,0.1,577,0,2,0,0,a
785,Pablo,West Ham,WHU,4,5.4,1.6,1.9,25,0.0,774,0,1,3,0,a
814,Netz,Nott'm Forest,NFO,2,4.5,1.6,1.7,10,0.0,326,0,0,0,0,a
654,Strand Larsen,Crystal Palace,CRY,4,5.9,1.5,2.1,73,1.5,2225,4,1,5,3,a
287,Pickford,Everton,EVE,1,5.6,1.4,3.6,133,13.0,3330,0,0,11,11,a
7,Calafiori,Arsenal,ARS,2,5.6,1.4,4.2,100,5.9,1581,1,2,12,4,d
676,Ugochukwu,Burnley,BUR,3,5.0,1.4,2.8,93,0.1,2186,3,3,3,5,a
553,Talbi,Sunderland,SUN,3,4.9,1.4,3.0,83,0.2,1553,4,2,7,6,a
347,Gudmundsson,Leeds,LEE,2,3.8,1.4,2.1,68,2.6,2637,0,0,5,8,d
230,Fofana,Chelsea,CHE,2,4.4,1.4,2.8,65,0.4,1577,0,2,4,3,a
634,Mosquera,Wolves,WOL,2,4.3,1.4,2.2,58,0.1,2047,0,0,4,3,a
190,Ekdal,Burnley,BUR,2,3.8,1.4,2.7,52,0.7,1539,0,0,2,2,a
586,Bergvall,Spurs,TOT,3,5.2,1.4,2.1,49,0.2,955,1,3,3,0,a
338,Muniz,Fulham,FUL,4,5.3,1.4,1.7,34,0.7,916,1,1,2,3,a
345,Bornauw,Leeds,LEE,2,3.8,1.4,2.2,24,0.1,428,0,0,2,0,a
808,Abraham,Aston Villa,AVL,4,5.7,1.4,1.9,23,0.2,278,2,0,0,2,a
426,McAtee,Nott'm Forest,NFO,3,5.0,1.4,1.2,16,0.1,276,0,1,0,0,a
405,Aké,Man City,MCI,2,5.2,1.3,2.1,35,0.6,610,0,0,3,1,a
337,Raúl,Fulham,FUL,4,6.0,1.2,3.2,111,1.9,2165,9,5,9,7,a
470,Dúbravka,Burnley,BUR,1,4.0,1.2,2.7,96,26.1,3150,0,0,4,7,a
292,Mykolenko,Everton,EVE,2,4.9,1.2,2.9,93,0.7,2869,0,1,9,2,a
521,Sangaré,Nott'm Forest,NFO,3,4.9,1.2,3.1,85,0.1,2009,2,2,8,2,a
108,Ajer,Brentford,BRE,2,4.4,1.2,2.8,76,0.2,1805,0,2,5,1,a
490,Joelinton,Newcastle,NEW,3,5.9,1.2,2.7,73,0.3,1950,2,1,5,2,d
304,Iroegbunam,Everton,EVE,3,4.8,1.2,2.3,64,0.0,1394,0,3,8,1,a
18,Madueke,Arsenal,ARS,3,6.8,1.2,2.4,61,0.8,1122,2,1,7,6,a
455,Mount,Man Utd,MUN,3,5.9,1.2,2.4,53,0.3,937,3,0,4,3,a
424,Bobb,Fulham,FUL,3,5.1,1.2,1.8,39,0.2,959,0,2,3,0,a
331,Cairney,Fulham,FUL,3,4.8,1.2,1.5,35,0.0,726,1,0,2,1,a
135,Wissa,Newcastle,NEW,4,7.3,1.2,1.5,27,0.6,493,1,1,1,0,a
574,Udogie,Spurs,TOT,2,4.3,1.2,1.2,22,0.3,1178,0,1,0,0,a
510,Jair Cunha,Nott'm Forest,NFO,2,4.2,1.2,1.4,11,0.1,452,0,0,0,0,a
640,Pedro Lima,Wolves,WOL,2,4.0,1.2,1.1,9,0.4,249,0,0,0,0,a
369,Woodman,Liverpool,LIV,1,3.9,1.2,2.0,6,0.3,212,0,0,0,0,a
629,Bentley,Wolves,WOL,1,3.9,1.2,2.0,6,0.5,270,0,0,0,0,a
220,Sánchez,Chelsea,CHE,1,4.8,1.0,3.3,109,10.3,2860,0,1,9,7,a
38,Konsa,Aston Villa,AVL,2,4.4,1.0,2.9,100,7.2,3035,0,1,9,3,a
166,Ayari,Brighton,BHA,3,4.8,1.0,3.4,98,0.4,1921,3,4,6,7,a
228,Gusto,Chelsea,CHE,2,4.8,1.0,2.9,97,1.8,2171,2,3,7,7,a
371,Kerkez,Liverpool,LIV,2,5.6,1.0,2.5,84,2.9,2244,2,1,6,4,a
473,Hall,Newcastle,NEW,2,5.3,1.0,2.7,78,3.3,2086,1,2,4,4,a
365,Nmecha,Leeds,LEE,4,5.0,1.0,2.4,71,0.5,975,6,1,3,8,a
272,Lerma,Crystal Palace,CRY,3,4.9,1.0,2.2,65,0.1,1632,0,5,7,3,a
720,Tolu,Wolves,WOL,4,5.1,1.0,2.0,65,0.1,1378,3,2,3,4,a
709,Krejčí,Wolves,WOL,2,4.5,1.0,2.4,64,0.1,2291,2,1,3,0,a
41,Pau,Aston Villa,AVL,2,4.3,1.0,3.1,63,0.3,1656,0,2,5,2,a
370,Frimpong,Liverpool,LIV,2,5.7,1.0,3.1,62,5.0,1016,0,5,5,1,d
628,José Sá,Wolves,WOL,1,4.2,1.0,2.8,62,1.1,1980,0,0,4,6,a
